Platoon_Trip_ID,Trucks_in_Platoon,Inter_Vehicle_Spacing_m,Highway_Speed_kmh,Aerodynamic_Drag_Reduction_pct,Diesel_Fuel_Savings_pct,Platooning_Status
SCANIA-PLT-3217,4,12.0,83.7,32.7,17.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3218,3,12.8,92.1,31.2,16.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3219,2,40.7,93.5,12.9,6.2,Standard Extended Following
SCANIA-PLT-3220,3,13.8,93.9,25.6,15.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3221,2,30.3,76.4,14.3,8.0,Standard Extended Following
SCANIA-PLT-3222,2,27.6,76.4,18.8,10.3,Standard Extended Following
SCANIA-PLT-3223,2,37.3,89.0,13.8,7.5,Standard Extended Following
SCANIA-PLT-3224,3,22.3,77.2,26.4,14.1,Standard Extended Following
SCANIA-PLT-3225,2,29.3,94.5,18.3,10.1,Standard Extended Following
SCANIA-PLT-3226,2,19.5,77.2,22.6,12.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3227,2,35.6,79.3,13.9,8.4,Standard Extended Following
SCANIA-PLT-3228,4,27.6,79.5,27.5,14.6,Standard Extended Following
SCANIA-PLT-3229,3,36.1,92.3,15.2,9.1,Standard Extended Following
SCANIA-PLT-3230,3,25.0,78.1,24.6,13.2,Standard Extended Following
SCANIA-PLT-3231,2,27.6,78.5,18.8,9.3,Standard Extended Following
SCANIA-PLT-3232,2,11.1,92.8,28.3,14.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3233,3,32.3,85.6,21.7,11.3,Standard Extended Following
SCANIA-PLT-3234,2,40.2,79.0,12.0,6.8,Standard Extended Following
SCANIA-PLT-3235,2,9.6,83.7,23.0,13.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3236,2,39.2,93.0,12.2,6.8,Standard Extended Following
SCANIA-PLT-3237,2,18.2,93.6,23.9,12.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3238,3,42.7,92.0,16.2,9.7,Standard Extended Following
SCANIA-PLT-3239,3,9.2,94.3,30.0,16.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3240,2,32.2,92.3,17.0,8.4,Standard Extended Following
SCANIA-PLT-3241,2,40.4,92.8,7.1,4.1,Standard Extended Following
SCANIA-PLT-3242,3,14.8,81.8,28.1,15.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3243,4,27.5,76.0,25.8,14.3,Standard Extended Following
SCANIA-PLT-3244,3,19.2,81.9,26.5,14.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3245,2,24.9,91.4,18.1,9.8,Standard Extended Following
SCANIA-PLT-3246,4,11.7,93.5,32.7,17.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3247,2,37.6,91.7,15.6,8.4,Standard Extended Following
SCANIA-PLT-3248,2,35.0,76.9,16.5,8.6,Standard Extended Following
SCANIA-PLT-3249,2,20.1,82.3,21.8,11.0,Standard Extended Following
SCANIA-PLT-3250,2,41.1,90.4,12.1,5.8,Standard Extended Following
SCANIA-PLT-3251,2,40.0,79.3,15.1,7.9,Standard Extended Following
SCANIA-PLT-3252,2,13.8,91.8,28.1,14.9,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3253,4,18.8,90.4,31.1,16.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3254,4,23.1,93.1,25.6,14.0,Standard Extended Following
SCANIA-PLT-3255,2,37.6,82.7,12.1,8.2,Standard Extended Following
SCANIA-PLT-3256,2,24.4,78.6,19.2,10.4,Standard Extended Following
SCANIA-PLT-3257,3,14.7,87.6,27.5,15.9,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3258,2,36.8,89.0,15.5,8.3,Standard Extended Following
SCANIA-PLT-3259,3,25.7,93.0,22.1,12.3,Standard Extended Following
SCANIA-PLT-3260,3,21.7,85.3,23.9,13.3,Standard Extended Following
SCANIA-PLT-3261,3,9.0,90.0,32.9,16.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3262,2,22.4,87.9,21.5,11.6,Standard Extended Following
SCANIA-PLT-3263,2,35.0,81.2,16.1,8.2,Standard Extended Following
SCANIA-PLT-3264,3,34.9,79.9,21.4,10.4,Standard Extended Following
SCANIA-PLT-3265,2,27.2,89.3,18.1,9.7,Standard Extended Following
SCANIA-PLT-3266,2,34.0,86.2,16.0,8.5,Standard Extended Following
SCANIA-PLT-3267,2,27.0,78.2,20.3,11.0,Standard Extended Following
SCANIA-PLT-3268,2,41.9,85.8,13.5,6.8,Standard Extended Following
SCANIA-PLT-3269,3,37.3,91.9,15.8,9.1,Standard Extended Following
SCANIA-PLT-3270,2,26.6,94.2,20.0,10.7,Standard Extended Following
SCANIA-PLT-3271,2,11.3,76.3,26.6,14.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3272,4,23.9,92.2,27.4,13.8,Standard Extended Following
SCANIA-PLT-3273,3,43.7,85.5,14.9,7.8,Standard Extended Following
SCANIA-PLT-3274,2,9.5,81.0,26.6,13.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3275,2,24.5,86.2,19.5,10.4,Standard Extended Following
SCANIA-PLT-3276,3,38.1,79.4,15.4,9.2,Standard Extended Following
SCANIA-PLT-3277,4,19.5,80.3,27.4,16.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3278,4,30.3,76.3,29.4,15.2,Standard Extended Following
SCANIA-PLT-3279,4,39.9,84.7,22.7,11.0,Standard Extended Following
SCANIA-PLT-3280,3,17.6,94.3,28.1,15.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3281,4,26.8,83.8,26.2,14.2,Standard Extended Following
SCANIA-PLT-3282,4,17.9,88.5,32.6,17.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3283,3,19.5,86.1,25.6,14.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3284,3,26.2,77.1,24.5,12.9,Standard Extended Following
SCANIA-PLT-3285,3,16.7,84.1,26.9,15.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3286,3,16.4,90.5,26.3,14.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3287,3,17.6,76.1,24.9,13.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3288,3,28.8,93.5,19.6,10.3,Standard Extended Following
SCANIA-PLT-3289,2,44.6,94.0,9.4,5.7,Standard Extended Following
SCANIA-PLT-3290,2,30.6,80.6,18.2,10.7,Standard Extended Following
SCANIA-PLT-3291,3,20.2,92.2,24.8,13.1,Standard Extended Following
SCANIA-PLT-3292,2,12.9,90.7,22.0,13.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3293,4,19.5,89.2,32.6,16.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3294,3,24.2,80.3,22.3,12.3,Standard Extended Following
SCANIA-PLT-3295,4,22.2,83.5,29.0,15.3,Standard Extended Following
SCANIA-PLT-3296,2,32.0,76.2,14.1,8.4,Standard Extended Following
SCANIA-PLT-3297,3,25.0,79.3,22.3,12.1,Standard Extended Following
SCANIA-PLT-3298,2,10.1,88.6,28.2,14.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3299,3,31.9,80.7,19.8,10.7,Standard Extended Following
SCANIA-PLT-3300,2,11.9,78.3,29.2,14.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3301,2,9.1,94.8,26.2,14.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3302,2,43.4,93.8,11.1,6.3,Standard Extended Following
SCANIA-PLT-3303,3,29.8,78.0,23.6,12.5,Standard Extended Following
SCANIA-PLT-3304,4,20.8,81.3,28.3,15.7,Standard Extended Following
SCANIA-PLT-3305,3,23.3,75.3,23.2,12.2,Standard Extended Following
SCANIA-PLT-3306,2,27.4,83.8,18.9,9.9,Standard Extended Following
SCANIA-PLT-3307,3,27.5,75.7,24.3,12.5,Standard Extended Following
SCANIA-PLT-3308,4,33.1,88.5,25.5,13.6,Standard Extended Following
SCANIA-PLT-3309,2,11.0,84.7,25.2,14.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3310,3,43.3,86.6,12.5,7.0,Standard Extended Following
SCANIA-PLT-3311,2,8.1,88.4,26.5,14.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3312,2,32.6,81.4,14.3,7.6,Standard Extended Following
SCANIA-PLT-3313,3,24.4,76.4,21.1,12.6,Standard Extended Following
SCANIA-PLT-3314,4,28.1,81.2,23.8,13.0,Standard Extended Following
SCANIA-PLT-3315,4,19.6,86.9,28.1,14.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3316,4,16.1,94.6,30.2,16.9,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3317,2,15.6,76.4,26.9,14.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3318,4,27.0,76.6,25.6,13.7,Standard Extended Following
SCANIA-PLT-3319,2,27.2,84.3,18.6,9.8,Standard Extended Following
SCANIA-PLT-3320,3,8.4,75.1,30.5,17.0,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3321,2,45.0,79.8,7.2,5.0,Standard Extended Following
SCANIA-PLT-3322,4,16.1,75.9,31.5,17.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3323,2,20.5,75.5,20.9,11.1,Standard Extended Following
SCANIA-PLT-3324,4,16.5,82.4,33.9,17.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3325,3,40.9,81.3,14.4,7.2,Standard Extended Following
SCANIA-PLT-3326,2,36.7,90.4,12.4,7.0,Standard Extended Following
SCANIA-PLT-3327,2,29.1,90.7,20.4,10.5,Standard Extended Following
SCANIA-PLT-3328,2,24.1,84.6,21.0,11.5,Standard Extended Following
SCANIA-PLT-3329,3,22.4,81.2,21.4,12.2,Standard Extended Following
SCANIA-PLT-3330,3,28.5,76.5,23.2,11.8,Standard Extended Following
SCANIA-PLT-3331,2,17.2,80.4,21.4,11.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3332,2,20.5,84.4,22.4,11.6,Standard Extended Following
SCANIA-PLT-3333,3,29.9,82.9,20.9,11.0,Standard Extended Following
SCANIA-PLT-3334,2,31.5,81.9,14.7,8.1,Standard Extended Following
SCANIA-PLT-3335,3,12.5,79.1,28.5,15.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3336,3,37.8,84.0,17.4,9.4,Standard Extended Following
SCANIA-PLT-3337,3,24.1,80.5,24.8,13.3,Standard Extended Following
SCANIA-PLT-3338,4,37.7,94.2,26.7,13.6,Standard Extended Following
SCANIA-PLT-3339,3,34.6,87.5,21.0,11.5,Standard Extended Following
SCANIA-PLT-3340,4,13.2,76.8,33.0,17.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3341,3,17.7,94.9,25.1,13.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3342,3,30.0,78.7,22.1,12.6,Standard Extended Following
SCANIA-PLT-3343,2,9.8,91.7,26.0,13.0,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3344,3,27.6,86.0,21.1,11.8,Standard Extended Following
SCANIA-PLT-3345,2,33.9,82.9,14.0,8.5,Standard Extended Following
SCANIA-PLT-3346,2,43.5,94.9,11.4,5.6,Standard Extended Following
SCANIA-PLT-3347,3,24.5,89.4,21.2,11.3,Standard Extended Following
SCANIA-PLT-3348,4,11.1,86.2,35.4,18.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3349,2,35.3,77.4,14.5,8.4,Standard Extended Following
SCANIA-PLT-3350,2,43.1,81.3,11.3,6.0,Standard Extended Following
SCANIA-PLT-3351,2,36.7,85.3,12.6,7.4,Standard Extended Following
SCANIA-PLT-3352,2,10.2,78.1,26.5,14.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3353,3,18.7,79.9,27.0,15.0,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3354,3,32.3,77.6,20.0,10.7,Standard Extended Following
SCANIA-PLT-3355,3,16.0,89.8,25.4,13.9,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3356,2,15.6,92.1,21.6,12.0,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3357,2,9.6,78.1,28.6,14.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3358,2,12.4,77.7,27.4,14.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3359,2,16.4,79.4,25.1,13.0,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3360,3,41.2,85.2,11.6,6.5,Standard Extended Following
SCANIA-PLT-3361,3,14.0,75.5,27.3,14.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3362,3,37.7,84.5,17.5,9.6,Standard Extended Following
SCANIA-PLT-3363,2,26.8,83.9,19.8,9.9,Standard Extended Following
SCANIA-PLT-3364,4,8.4,82.8,33.9,18.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3365,2,23.4,75.7,18.8,10.1,Standard Extended Following
SCANIA-PLT-3366,2,39.7,81.0,14.5,7.8,Standard Extended Following
SCANIA-PLT-3367,3,14.4,93.0,28.4,16.0,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3368,2,26.5,85.5,19.8,10.7,Standard Extended Following
SCANIA-PLT-3369,4,14.9,86.0,26.6,15.9,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3370,2,36.0,94.7,16.8,8.8,Standard Extended Following
SCANIA-PLT-3371,2,41.9,91.0,13.5,6.9,Standard Extended Following
SCANIA-PLT-3372,2,35.4,82.8,13.7,8.1,Standard Extended Following
SCANIA-PLT-3373,3,10.1,84.6,29.3,15.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3374,2,13.6,86.7,27.3,13.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3375,3,34.2,93.6,19.4,10.6,Standard Extended Following
SCANIA-PLT-3376,2,22.0,88.2,19.1,10.7,Standard Extended Following
SCANIA-PLT-3377,3,21.2,94.8,25.2,13.0,Standard Extended Following
SCANIA-PLT-3378,2,10.3,94.8,24.6,13.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3379,4,17.8,92.3,29.7,16.0,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3380,2,40.4,85.8,10.2,6.4,Standard Extended Following
SCANIA-PLT-3381,3,31.5,83.6,16.6,9.3,Standard Extended Following
SCANIA-PLT-3382,2,18.4,79.9,23.8,12.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3383,4,10.6,88.8,31.3,17.0,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3384,2,31.7,89.4,17.3,8.9,Standard Extended Following
SCANIA-PLT-3385,2,20.2,92.8,20.5,11.9,Standard Extended Following
SCANIA-PLT-3386,4,44.9,92.9,21.1,10.1,Standard Extended Following
SCANIA-PLT-3387,2,28.7,80.7,16.7,8.0,Standard Extended Following
SCANIA-PLT-3388,2,25.1,90.7,20.8,10.4,Standard Extended Following
SCANIA-PLT-3389,3,42.2,85.0,16.2,8.7,Standard Extended Following
SCANIA-PLT-3390,4,23.2,77.2,25.3,13.6,Standard Extended Following
SCANIA-PLT-3391,4,39.5,78.2,21.3,11.7,Standard Extended Following
SCANIA-PLT-3392,2,8.5,94.6,25.0,13.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3393,2,29.3,79.3,14.9,8.6,Standard Extended Following
SCANIA-PLT-3394,2,14.9,76.8,27.2,13.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3395,3,29.2,83.7,22.8,12.4,Standard Extended Following
SCANIA-PLT-3396,2,37.3,94.1,14.7,7.3,Standard Extended Following
SCANIA-PLT-3397,2,21.4,93.5,18.6,11.0,Standard Extended Following
SCANIA-PLT-3398,2,30.8,94.3,16.1,8.7,Standard Extended Following
SCANIA-PLT-3399,3,37.5,89.6,15.4,8.9,Standard Extended Following
