Monocoque_Scan_ID,Ultrasonic_Probe_Freq_MHz,Acoustic_Attenuation_dB_mm,Resin_Void_Content_pct,Chassis_Torsional_Rigidity_kNm_deg,Composite_Quality
PAGANI-UTOPIA-3031,4.0,1.14,0.72,51.1,Composite Micro-Delamination Defect
PAGANI-UTOPIA-3032,5.4,1.01,0.62,52.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3033,12.0,0.51,0.3,51.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3034,10.2,0.59,0.44,52.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3035,10.0,0.53,0.49,54.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3036,10.3,0.59,0.45,51.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3037,4.0,1.09,0.67,50.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3038,8.1,0.52,0.31,52.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3039,11.1,0.57,0.49,50.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3040,11.7,0.63,0.35,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3041,7.8,0.68,0.63,51.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3042,4.2,0.87,0.61,50.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3043,10.0,0.67,0.46,53.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3044,10.3,0.47,0.26,53.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3045,4.6,1.21,0.8,50.8,Composite Micro-Delamination Defect
PAGANI-UTOPIA-3046,10.8,0.51,0.4,54.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3047,5.1,0.96,0.66,51.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3048,4.4,0.69,0.46,50.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3049,7.0,0.81,0.47,53.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3050,7.6,0.87,0.45,52.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3051,6.0,1.05,0.66,49.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3052,4.2,0.78,0.49,50.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3053,9.0,0.68,0.38,51.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3054,8.3,0.76,0.49,51.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3055,6.2,0.78,0.58,49.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3056,6.1,0.53,0.43,52.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3057,8.3,0.72,0.39,51.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3058,6.0,0.69,0.52,50.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3059,10.2,0.51,0.31,51.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3060,11.5,0.62,0.39,53.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3061,8.6,0.57,0.21,51.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3062,5.0,0.83,0.52,51.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3063,9.2,0.57,0.45,50.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3064,8.9,0.6,0.19,53.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3065,4.4,0.67,0.39,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3066,3.5,0.77,0.41,52.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3067,11.1,0.81,0.61,50.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3068,9.2,0.46,0.38,52.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3069,5.8,0.69,0.54,51.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3070,11.4,0.56,0.42,52.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3071,9.3,0.52,0.5,50.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3072,9.2,0.76,0.56,50.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3073,5.5,0.98,0.55,51.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3074,11.6,0.46,0.27,52.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3075,10.7,0.78,0.5,52.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3076,5.4,0.79,0.65,51.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3077,9.3,0.68,0.5,51.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3078,5.7,1.1,0.62,51.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3079,11.4,0.51,0.27,52.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3080,6.2,0.65,0.33,52.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3081,8.6,1.13,0.76,51.8,Composite Micro-Delamination Defect
PAGANI-UTOPIA-3082,3.5,0.72,0.56,51.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3083,8.2,0.54,0.31,52.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3084,5.1,0.8,0.46,52.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3085,9.1,0.46,0.26,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3086,9.9,0.78,0.42,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3087,4.2,0.49,0.26,52.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3088,9.7,0.81,0.44,52.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3089,3.6,0.59,0.29,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3090,5.5,0.49,0.41,52.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3091,7.0,0.49,0.39,52.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3092,7.6,0.49,0.31,51.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3093,10.7,0.62,0.38,53.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3094,6.7,0.64,0.49,51.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3095,5.9,0.76,0.47,51.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3096,4.5,0.48,0.37,52.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3097,11.5,0.56,0.47,52.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3098,4.7,0.51,0.39,52.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3099,7.7,0.58,0.39,54.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3100,6.9,0.94,0.64,49.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3101,11.8,0.64,0.51,50.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3102,4.4,0.62,0.46,51.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3103,9.0,0.68,0.27,52.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3104,4.5,1.01,0.58,50.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3105,4.0,0.6,0.25,53.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3106,10.0,0.5,0.29,53.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3107,9.8,0.62,0.48,51.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3108,5.1,0.47,0.36,52.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3109,4.1,0.53,0.39,52.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3110,4.7,0.47,0.38,51.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3111,7.5,0.68,0.47,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3112,7.4,0.73,0.39,52.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3113,9.5,0.61,0.4,52.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3114,6.8,0.79,0.54,51.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3115,9.7,0.89,0.54,51.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3116,9.4,0.55,0.31,51.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3117,11.6,0.52,0.24,52.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3118,5.8,1.3,0.71,51.8,Composite Micro-Delamination Defect
PAGANI-UTOPIA-3119,7.6,0.51,0.21,52.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3120,7.6,1.42,1.03,48.7,Composite Micro-Delamination Defect
PAGANI-UTOPIA-3121,6.9,0.67,0.31,52.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3122,9.5,0.67,0.37,51.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3123,10.3,0.7,0.39,52.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3124,9.8,0.53,0.39,52.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3125,8.1,0.54,0.16,51.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3126,7.4,0.57,0.27,53.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3127,9.5,0.49,0.3,52.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3128,4.1,0.59,0.33,52.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3129,10.6,0.87,0.7,50.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3130,5.1,0.61,0.34,52.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3131,5.1,0.5,0.25,53.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3132,9.2,0.82,0.53,51.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3133,6.0,0.58,0.42,51.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3134,10.2,1.15,0.64,49.7,Composite Micro-Delamination Defect
PAGANI-UTOPIA-3135,8.5,0.82,0.73,50.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3136,7.3,0.82,0.65,51.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3137,6.7,0.46,0.28,51.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3138,7.5,0.49,0.25,53.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3139,9.7,0.96,0.59,49.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3140,6.9,0.69,0.52,52.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3141,6.4,0.55,0.38,53.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3142,8.8,0.53,0.4,53.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3143,3.9,0.5,0.27,52.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3144,3.5,0.55,0.35,52.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3145,9.6,0.66,0.63,51.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3146,10.4,0.82,0.63,50.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3147,9.7,1.42,1.06,50.1,Composite Micro-Delamination Defect
PAGANI-UTOPIA-3148,11.9,0.57,0.31,53.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3149,7.2,0.82,0.5,50.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3150,11.5,0.53,0.38,52.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3151,4.7,0.74,0.35,51.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3152,6.9,0.5,0.3,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3153,6.4,0.49,0.36,52.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3154,8.0,0.73,0.4,52.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3155,4.9,1.24,0.7,49.5,Composite Micro-Delamination Defect
PAGANI-UTOPIA-3156,9.2,0.47,0.2,53.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3157,7.6,0.73,0.56,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3158,7.4,0.63,0.3,52.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3159,11.1,0.55,0.39,53.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3160,6.7,0.59,0.5,51.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3161,9.6,0.72,0.39,52.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3162,10.8,0.63,0.54,51.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3163,6.2,0.81,0.53,51.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3164,9.0,0.51,0.34,52.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3165,9.6,0.65,0.43,52.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3166,9.7,0.5,0.43,50.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3167,4.4,0.64,0.44,53.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3168,11.8,0.91,0.59,51.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3169,9.5,0.68,0.45,51.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3170,8.4,0.5,0.39,51.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3171,11.1,0.51,0.5,52.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3172,8.3,0.79,0.47,52.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3173,6.3,0.93,0.61,51.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3174,9.4,0.62,0.54,51.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3175,5.2,1.0,0.62,51.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3176,10.0,0.5,0.39,53.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3177,9.4,0.53,0.33,52.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3178,10.9,0.46,0.38,50.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3179,9.7,0.45,0.24,52.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3180,8.8,0.48,0.29,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3181,11.2,0.48,0.34,52.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3182,11.1,0.45,0.22,53.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3183,10.4,0.48,0.26,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3184,9.7,0.53,0.33,51.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3185,7.3,1.22,0.83,49.2,Composite Micro-Delamination Defect
PAGANI-UTOPIA-3186,7.6,0.68,0.36,51.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3187,9.3,0.61,0.45,52.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3188,11.5,0.84,0.62,52.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3189,7.6,0.54,0.37,53.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3190,8.5,0.52,0.3,53.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3191,6.1,0.54,0.24,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3192,6.8,0.51,0.26,52.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3193,7.5,0.88,0.58,51.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3194,10.0,0.48,0.35,52.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3195,8.0,0.83,0.42,51.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3196,4.5,1.46,1.05,49.3,Composite Micro-Delamination Defect
PAGANI-UTOPIA-3197,8.2,0.69,0.49,52.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3198,11.0,0.47,0.39,51.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3199,4.6,0.53,0.43,50.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3200,11.1,0.77,0.45,51.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3201,8.8,0.51,0.45,53.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3202,7.6,0.62,0.36,52.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3203,4.0,0.59,0.39,53.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3204,8.9,0.59,0.42,52.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3205,10.1,0.64,0.53,52.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3206,9.4,0.62,0.43,52.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3207,9.3,0.56,0.25,51.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3208,7.0,0.75,0.47,51.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3209,7.4,0.92,0.54,50.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3210,6.3,0.55,0.34,51.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3211,6.3,0.49,0.34,52.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3212,7.2,0.7,0.36,52.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3213,9.0,0.61,0.39,52.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3214,11.1,0.46,0.06,54.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3215,5.6,0.49,0.28,54.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3216,6.6,0.75,0.45,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3217,9.9,0.46,0.3,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3218,5.9,0.94,0.46,53.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3219,4.3,0.47,0.33,53.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3220,8.9,1.04,0.78,51.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3221,4.4,0.66,0.42,51.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3222,7.5,0.67,0.47,52.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3223,8.5,0.45,0.24,51.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3224,7.0,0.67,0.37,51.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3225,9.3,0.84,0.39,51.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3226,8.4,0.49,0.49,51.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3227,9.8,0.93,0.54,53.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3228,4.4,0.45,0.17,53.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3229,3.9,0.79,0.55,50.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3230,5.5,0.81,0.35,50.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3231,7.6,0.77,0.39,52.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3232,8.5,1.01,0.58,53.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3233,10.9,0.82,0.5,52.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3234,7.8,0.73,0.46,50.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3235,7.6,0.5,0.24,53.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3236,8.5,0.6,0.43,52.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3237,9.8,0.52,0.45,51.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3238,6.2,0.53,0.42,51.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3239,8.4,0.66,0.45,53.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3240,4.4,0.51,0.4,53.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3241,8.2,1.32,0.86,50.8,Composite Micro-Delamination Defect
PAGANI-UTOPIA-3242,10.6,0.69,0.27,52.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3243,7.4,0.71,0.39,51.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3244,10.9,0.99,0.73,50.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3245,5.2,0.81,0.58,51.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3246,5.1,0.65,0.32,51.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3247,8.8,0.66,0.56,51.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3248,3.6,0.61,0.39,53.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3249,5.5,0.46,0.23,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3250,6.9,0.92,0.43,51.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3251,9.9,1.15,0.64,51.9,Composite Micro-Delamination Defect
PAGANI-UTOPIA-3252,5.8,0.9,0.72,50.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3253,3.5,0.87,0.67,50.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3254,11.8,0.51,0.27,52.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3255,8.6,0.68,0.31,53.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3256,5.5,0.46,0.39,51.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3257,5.4,1.37,1.01,49.5,Composite Micro-Delamination Defect
PAGANI-UTOPIA-3258,9.1,0.5,0.33,51.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3259,8.4,0.83,0.46,52.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3260,4.0,0.47,0.36,51.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3261,5.4,0.46,0.21,53.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3262,5.0,1.06,0.85,49.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3263,8.0,0.49,0.27,53.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3264,9.4,0.64,0.5,51.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3265,6.0,0.73,0.41,53.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3266,10.9,0.52,0.43,52.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3267,5.4,0.55,0.35,52.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3268,6.0,0.71,0.33,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3269,10.5,0.69,0.54,52.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3270,4.8,0.69,0.49,52.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3271,9.8,0.49,0.39,51.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3272,4.2,0.8,0.43,51.9,Perfect Carbo-Triax HP62 C-Scan Integrity
