Chassis_Telemetry_ID,Lateral_Acceleration_G,Hydraulic_Circuit_Pressure_Bar,Vehicle_Body_Roll_deg,Straightaway_Compliance_pct,PCC_Active_State
MCLAREN-750S-3228,0.11,25.2,2.13,91.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3229,0.48,50.6,1.56,86.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3230,0.41,45.2,1.89,86.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3231,0.72,53.9,1.8,83.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3232,1.03,72.9,1.12,78.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3233,0.83,66.0,1.29,84.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3234,1.14,80.2,0.91,77.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3235,0.2,32.2,2.06,91.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3236,0.86,65.0,1.57,83.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3237,0.49,45.7,1.59,86.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3238,1.15,82.4,1.02,74.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3239,1.47,91.5,0.81,68.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3240,1.5,95.4,0.68,65.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3241,0.67,59.3,1.42,81.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3242,1.39,95.1,0.56,70.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3243,0.11,27.6,2.3,90.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3244,0.74,61.2,1.42,80.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3245,1.16,78.2,0.84,75.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3246,0.71,62.7,1.34,80.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3247,1.13,78.5,1.1,76.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3248,0.11,27.4,2.18,93.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3249,1.03,76.9,1.29,74.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3250,0.79,65.9,1.45,80.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3251,1.13,86.3,0.93,76.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3252,1.2,81.3,1.09,74.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3253,0.65,60.0,1.43,85.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3254,1.29,85.5,1.08,75.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3255,1.46,99.5,0.63,66.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3256,0.9,68.0,1.42,83.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3257,1.43,89.1,0.96,71.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3258,1.23,91.9,0.67,75.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3259,0.57,53.3,1.8,85.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3260,0.99,73.8,1.1,76.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3261,1.39,94.1,0.68,72.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3262,0.54,55.4,1.63,84.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3263,0.6,50.4,1.61,83.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3264,1.35,88.8,0.84,71.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3265,1.3,82.9,1.02,74.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3266,0.32,44.8,1.85,89.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3267,1.11,74.9,1.17,80.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3268,0.2,34.0,1.93,93.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3269,0.19,34.0,2.11,91.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3270,0.37,47.0,2.06,93.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3271,0.34,40.5,1.74,87.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3272,0.74,59.2,1.62,86.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3273,0.76,64.5,1.35,79.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3274,1.48,93.7,0.76,69.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3275,1.2,82.0,0.93,75.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3276,1.15,81.8,0.9,75.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3277,1.41,91.5,0.89,71.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3278,1.15,77.3,1.11,75.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3279,0.96,75.4,1.08,76.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3280,1.05,77.5,1.02,78.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3281,0.51,50.8,1.77,88.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3282,1.25,83.1,0.93,72.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3283,0.39,51.5,1.63,87.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3284,0.47,45.1,1.9,85.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3285,1.34,92.7,0.63,71.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3286,0.31,43.9,1.71,90.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3287,1.13,78.4,1.03,75.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3288,1.39,96.4,0.6,71.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3289,0.14,32.0,2.16,95.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3290,0.71,61.4,1.43,86.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3291,0.32,37.2,1.93,91.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3292,0.87,61.8,1.48,77.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3293,0.56,52.3,1.81,83.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3294,0.38,45.2,1.73,91.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3295,0.71,55.0,1.57,86.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3296,0.47,52.3,1.54,86.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3297,0.29,38.7,1.81,94.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3298,1.13,77.0,1.15,70.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3299,0.83,61.2,1.32,82.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3300,1.38,92.5,0.74,71.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3301,1.28,84.0,0.85,72.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3302,1.38,94.0,0.72,72.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3303,1.29,82.3,0.93,67.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3304,1.29,87.6,0.78,75.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3305,0.39,45.8,1.87,90.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3306,0.7,62.1,1.53,84.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3307,0.31,40.9,1.89,91.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3308,0.36,46.5,1.9,89.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3309,0.78,57.3,1.53,81.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3310,0.42,48.6,1.72,87.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3311,0.2,36.6,2.05,94.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3312,1.35,91.2,0.54,71.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3313,1.1,76.2,1.31,74.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3314,1.48,96.9,0.64,71.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3315,0.69,60.8,1.29,81.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3316,1.33,91.9,0.65,69.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3317,0.21,32.2,1.95,89.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3318,0.58,53.1,1.75,84.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3319,1.09,80.0,1.08,74.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3320,1.18,81.9,0.96,76.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3321,0.45,45.3,1.93,87.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3322,1.34,90.0,0.82,71.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3323,0.96,68.6,1.14,78.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3324,0.52,51.1,1.56,86.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3325,1.44,95.0,0.64,68.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3326,0.21,36.5,1.97,92.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3327,0.61,55.8,1.5,85.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3328,0.13,32.7,2.05,97.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3329,0.15,41.4,1.95,95.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3330,1.37,95.5,0.72,72.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3331,0.45,46.6,1.72,86.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3332,0.84,64.7,1.35,79.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3333,0.38,40.6,1.73,88.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3334,0.24,40.0,1.92,94.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3335,1.03,73.2,1.39,75.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3336,0.8,59.7,1.37,83.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3337,0.82,66.4,1.34,82.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3338,0.83,65.9,1.35,80.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3339,0.23,28.8,2.12,92.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3340,0.59,52.0,1.74,86.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3341,0.98,72.0,1.21,82.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3342,0.66,58.2,1.53,84.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3343,0.17,32.7,2.22,95.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3344,0.97,73.0,1.23,78.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3345,0.35,46.0,1.86,93.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3346,0.66,53.9,1.6,81.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3347,0.47,46.1,1.8,84.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3348,1.22,87.9,1.0,74.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3349,1.15,79.8,1.12,73.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3350,0.97,69.1,1.28,76.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3351,1.06,80.5,1.03,76.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3352,0.47,46.1,1.82,87.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3353,1.15,81.1,0.92,73.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3354,1.18,78.8,1.04,71.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3355,1.49,92.1,0.79,67.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3356,0.47,47.6,1.83,89.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3357,0.59,59.6,1.42,85.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3358,1.05,79.0,1.21,79.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3359,1.2,85.3,0.95,76.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3360,0.5,46.7,1.64,86.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3361,1.38,87.3,0.86,69.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3362,0.11,26.3,2.15,93.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3363,0.23,36.7,2.04,89.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3364,1.1,76.7,1.09,73.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3365,0.33,40.4,1.71,88.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3366,0.8,67.3,1.33,79.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3367,0.86,69.3,1.34,79.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3368,1.0,70.2,1.33,78.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3369,0.76,58.4,1.67,82.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3370,0.7,53.9,1.6,86.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3371,1.1,75.5,1.02,76.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3372,1.37,86.7,0.7,69.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3373,0.84,70.8,1.21,83.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3374,1.17,83.6,0.98,75.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3375,0.43,44.9,1.92,88.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3376,0.71,58.9,1.61,82.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3377,0.34,41.5,1.78,90.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3378,1.01,70.0,1.29,77.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3379,1.48,97.0,0.6,68.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3380,0.97,72.2,1.4,80.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3381,1.0,69.6,1.18,76.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3382,0.25,35.8,2.04,92.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3383,0.42,43.3,1.98,90.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3384,1.08,71.7,1.27,79.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3385,0.3,41.2,1.79,89.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3386,1.07,73.1,1.06,80.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3387,1.33,85.6,0.74,70.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3388,0.38,45.1,1.78,92.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3389,1.41,90.1,0.75,70.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3390,1.06,77.5,1.16,76.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3391,0.54,49.1,1.65,87.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3392,1.44,95.0,0.59,71.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3393,0.23,32.2,2.07,90.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3394,0.26,38.4,1.91,89.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3395,1.09,79.5,1.16,76.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3396,0.27,37.5,1.87,90.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3397,0.12,31.2,2.13,92.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3398,0.74,62.6,1.53,83.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3399,0.12,30.5,2.14,95.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3400,1.06,71.6,1.32,75.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3401,1.29,88.2,0.87,74.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3402,1.39,90.5,0.83,72.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3403,0.9,68.6,1.06,74.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3404,0.67,55.9,1.38,82.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3405,0.98,71.0,1.11,78.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3406,0.77,58.3,1.63,80.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3407,0.45,44.3,1.93,86.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3408,1.15,82.5,1.08,78.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3409,1.25,87.0,0.96,74.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3410,0.13,33.8,2.04,94.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3411,0.45,42.4,1.78,88.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3412,0.67,55.2,1.62,84.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3413,0.74,58.9,1.48,83.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3414,1.47,91.5,0.7,67.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3415,0.79,67.6,1.22,79.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3416,0.92,70.7,1.2,78.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3417,0.16,30.2,2.07,96.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3418,1.29,85.7,1.05,71.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3419,0.19,36.3,1.92,88.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3420,0.65,53.9,1.76,83.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3421,1.12,77.8,0.88,76.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3422,0.66,57.4,1.59,85.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3423,0.27,40.1,2.0,88.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3424,0.59,48.2,1.76,84.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3425,1.05,77.0,1.23,76.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3426,1.12,78.1,0.98,74.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3427,0.94,72.9,1.22,77.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3428,0.14,29.0,2.22,95.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3429,1.03,73.9,1.11,78.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3430,0.7,58.9,1.71,83.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3431,1.48,96.2,0.42,69.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3432,0.28,39.8,1.86,87.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3433,0.27,37.2,2.05,91.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3434,0.75,59.4,1.36,80.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3435,1.35,93.6,0.64,73.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3436,1.43,97.8,0.56,70.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3437,0.98,76.9,1.12,74.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3438,0.13,29.1,2.16,89.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3439,0.83,64.8,1.62,82.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3440,0.48,45.6,1.74,90.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3441,0.31,37.6,2.03,88.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3442,1.24,92.1,0.86,76.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3443,0.83,67.2,1.36,82.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3444,1.32,89.2,0.67,78.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3445,0.15,29.7,2.15,95.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3446,1.24,85.9,0.85,69.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3447,1.23,89.5,0.89,73.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3448,0.23,35.1,1.94,91.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3449,0.65,56.1,1.45,83.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3450,1.41,90.7,0.77,72.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3451,1.16,78.8,1.18,75.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3452,1.01,65.2,1.31,78.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3453,1.35,88.8,0.82,69.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3454,1.19,79.7,1.15,72.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3455,1.26,82.7,0.93,76.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3456,0.78,61.1,1.58,84.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3457,1.18,85.3,0.83,73.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3458,1.05,78.0,1.14,75.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3459,1.0,74.2,1.04,76.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3460,0.18,39.2,2.12,94.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3461,0.14,30.9,1.98,92.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3462,0.62,53.0,1.62,88.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3463,1.32,88.4,0.7,69.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3464,0.74,63.9,1.39,86.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3465,0.23,38.7,1.87,90.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3466,0.96,67.4,1.28,75.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3467,0.28,35.9,1.93,90.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3468,1.36,91.4,0.8,71.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3469,1.08,79.4,1.04,78.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3470,0.2,33.1,1.98,95.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3471,0.92,68.1,1.07,78.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3472,1.29,84.3,1.05,75.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3473,0.95,66.4,1.28,80.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3474,0.8,66.7,1.1,83.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3475,0.54,54.8,1.61,85.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3476,0.19,30.0,2.2,92.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3477,1.11,82.0,1.04,77.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3478,0.63,50.4,1.63,84.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3479,0.46,47.7,1.89,89.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3480,0.35,42.8,1.8,91.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3481,0.4,47.6,1.56,92.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3482,1.31,88.9,0.83,72.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3483,0.68,55.2,1.51,87.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3484,0.21,31.9,1.85,93.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3485,0.75,59.7,1.25,80.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3486,0.83,65.6,1.36,81.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3487,1.21,83.5,0.94,74.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3488,1.13,80.0,1.01,73.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3489,1.1,74.5,1.44,77.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3490,1.29,91.0,0.85,74.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3491,0.56,54.4,1.56,87.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3492,1.08,74.1,1.08,80.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3493,0.35,43.3,1.75,90.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3494,0.53,50.0,1.85,89.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3495,0.5,54.3,1.64,85.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3496,0.97,73.0,1.28,83.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3497,1.39,95.9,0.83,67.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3498,1.42,91.4,0.82,69.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3499,0.96,71.7,1.15,79.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3500,1.4,89.1,0.89,72.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3501,0.91,69.1,1.31,81.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3502,1.31,93.2,0.69,71.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3503,1.18,79.4,0.93,75.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3504,0.49,52.5,1.65,87.6,Comfort Mode Plush Cross-Linked Compliance
