Test_Run_ID,Vehicle_Speed_kmh,Engine_Speed_RPM,Cabin_Noise_dB,Engine_Mount_Vibe_G,Harshness_Status
BMW-NVH-3556,35.3,941,58.9,0.156,Luxury Quiet Standard
BMW-NVH-3557,118.6,2864,68.2,0.15,Luxury Quiet Standard
BMW-NVH-3558,168.2,3995,82.9,0.255,Unwanted Boom / Hum
BMW-NVH-3559,138.7,3271,76.2,0.223,Unwanted Boom / Hum
BMW-NVH-3560,67.8,1598,60.4,0.134,Luxury Quiet Standard
BMW-NVH-3561,46.7,1039,55.4,0.125,Luxury Quiet Standard
BMW-NVH-3562,44.2,1100,61.8,0.176,Luxury Quiet Standard
BMW-NVH-3563,120.3,2897,70.3,0.162,Luxury Quiet Standard
BMW-NVH-3564,111.7,2615,68.9,0.136,Luxury Quiet Standard
BMW-NVH-3565,137.0,3252,72.2,0.194,Luxury Quiet Standard
BMW-NVH-3566,129.8,3035,68.9,0.183,Luxury Quiet Standard
BMW-NVH-3567,105.9,2403,66.6,0.158,Luxury Quiet Standard
BMW-NVH-3568,130.3,3217,80.9,0.222,Unwanted Boom / Hum
BMW-NVH-3569,171.8,3887,80.7,0.239,Unwanted Boom / Hum
BMW-NVH-3570,57.0,1372,61.3,0.125,Luxury Quiet Standard
BMW-NVH-3571,80.3,1970,67.0,0.093,Luxury Quiet Standard
BMW-NVH-3572,81.0,1928,62.0,0.16,Luxury Quiet Standard
BMW-NVH-3573,51.1,1224,61.6,0.151,Luxury Quiet Standard
BMW-NVH-3574,164.8,3906,82.4,0.257,Unwanted Boom / Hum
BMW-NVH-3575,133.5,3214,71.3,0.193,Luxury Quiet Standard
BMW-NVH-3576,35.4,1036,58.0,0.095,Luxury Quiet Standard
BMW-NVH-3577,166.7,3931,76.8,0.171,Luxury Quiet Standard
BMW-NVH-3578,108.3,2907,69.4,0.191,Luxury Quiet Standard
BMW-NVH-3579,137.1,3204,72.0,0.201,Luxury Quiet Standard
BMW-NVH-3580,95.8,2342,66.1,0.205,Luxury Quiet Standard
BMW-NVH-3581,147.5,3532,71.4,0.213,Luxury Quiet Standard
BMW-NVH-3582,112.5,2642,69.7,0.199,Luxury Quiet Standard
BMW-NVH-3583,108.0,2584,69.7,0.158,Luxury Quiet Standard
BMW-NVH-3584,147.9,3550,70.2,0.215,Luxury Quiet Standard
BMW-NVH-3585,75.9,2057,63.2,0.183,Luxury Quiet Standard
BMW-NVH-3586,160.5,3854,75.5,0.206,Luxury Quiet Standard
BMW-NVH-3587,41.7,955,56.9,0.091,Luxury Quiet Standard
BMW-NVH-3588,151.1,3659,73.0,0.162,Luxury Quiet Standard
BMW-NVH-3589,139.6,3382,78.4,0.226,Unwanted Boom / Hum
BMW-NVH-3590,94.3,2267,66.0,0.204,Luxury Quiet Standard
BMW-NVH-3591,145.6,3394,73.6,0.198,Luxury Quiet Standard
BMW-NVH-3592,155.5,3803,77.6,0.201,Luxury Quiet Standard
BMW-NVH-3593,51.5,1292,60.9,0.09,Luxury Quiet Standard
BMW-NVH-3594,153.2,3753,75.2,0.149,Luxury Quiet Standard
BMW-NVH-3595,178.1,4382,83.5,0.255,Unwanted Boom / Hum
BMW-NVH-3596,151.0,3648,72.4,0.199,Luxury Quiet Standard
BMW-NVH-3597,33.7,963,55.5,0.117,Luxury Quiet Standard
BMW-NVH-3598,118.2,2861,69.5,0.208,Luxury Quiet Standard
BMW-NVH-3599,140.1,3292,72.6,0.204,Luxury Quiet Standard
BMW-NVH-3600,68.1,1717,61.2,0.115,Luxury Quiet Standard
BMW-NVH-3601,115.7,2593,68.3,0.156,Luxury Quiet Standard
BMW-NVH-3602,173.2,4160,83.0,0.294,Unwanted Boom / Hum
BMW-NVH-3603,125.2,3116,71.7,0.211,Luxury Quiet Standard
BMW-NVH-3604,126.5,3009,68.4,0.175,Luxury Quiet Standard
BMW-NVH-3605,100.5,2261,66.8,0.191,Luxury Quiet Standard
BMW-NVH-3606,86.5,2068,60.4,0.19,Luxury Quiet Standard
BMW-NVH-3607,106.5,2643,67.8,0.177,Luxury Quiet Standard
BMW-NVH-3608,54.3,1289,60.2,0.1,Luxury Quiet Standard
BMW-NVH-3609,128.0,2957,69.5,0.198,Luxury Quiet Standard
BMW-NVH-3610,140.5,3453,75.5,0.243,Unwanted Boom / Hum
BMW-NVH-3611,168.2,3975,82.5,0.272,Unwanted Boom / Hum
BMW-NVH-3612,151.8,3744,72.9,0.172,Luxury Quiet Standard
BMW-NVH-3613,109.1,2548,64.9,0.24,Luxury Quiet Standard
BMW-NVH-3614,145.8,3548,76.8,0.219,Luxury Quiet Standard
BMW-NVH-3615,89.1,2066,64.8,0.195,Luxury Quiet Standard
BMW-NVH-3616,148.2,3514,74.7,0.134,Luxury Quiet Standard
BMW-NVH-3617,144.2,3441,80.5,0.237,Unwanted Boom / Hum
BMW-NVH-3618,81.1,2031,63.3,0.139,Luxury Quiet Standard
BMW-NVH-3619,145.2,3538,73.8,0.178,Luxury Quiet Standard
BMW-NVH-3620,158.8,3811,75.5,0.201,Luxury Quiet Standard
BMW-NVH-3621,80.4,1946,61.2,0.198,Luxury Quiet Standard
BMW-NVH-3622,44.9,1096,58.0,0.157,Luxury Quiet Standard
BMW-NVH-3623,107.6,2661,67.7,0.169,Luxury Quiet Standard
BMW-NVH-3624,145.7,3375,71.2,0.185,Luxury Quiet Standard
BMW-NVH-3625,164.9,3950,75.0,0.192,Luxury Quiet Standard
BMW-NVH-3626,143.6,3413,79.7,0.242,Unwanted Boom / Hum
BMW-NVH-3627,177.2,4356,85.0,0.242,Unwanted Boom / Hum
BMW-NVH-3628,172.5,4002,76.8,0.202,Luxury Quiet Standard
BMW-NVH-3629,81.9,2080,63.8,0.171,Luxury Quiet Standard
BMW-NVH-3630,126.8,2903,66.8,0.183,Luxury Quiet Standard
BMW-NVH-3631,51.6,1296,61.2,0.124,Luxury Quiet Standard
BMW-NVH-3632,103.2,2374,65.8,0.146,Luxury Quiet Standard
BMW-NVH-3633,176.5,4263,79.7,0.223,Unwanted Boom / Hum
BMW-NVH-3634,90.5,2216,65.9,0.183,Luxury Quiet Standard
BMW-NVH-3635,50.4,1245,57.2,0.174,Luxury Quiet Standard
BMW-NVH-3636,95.1,2421,68.0,0.148,Luxury Quiet Standard
BMW-NVH-3637,179.9,4301,85.8,0.257,Unwanted Boom / Hum
BMW-NVH-3638,114.6,2746,74.6,0.15,Luxury Quiet Standard
BMW-NVH-3639,158.2,3880,82.7,0.244,Unwanted Boom / Hum
BMW-NVH-3640,131.8,3165,67.8,0.185,Luxury Quiet Standard
BMW-NVH-3641,76.5,1972,62.7,0.136,Luxury Quiet Standard
BMW-NVH-3642,135.7,3264,72.5,0.22,Luxury Quiet Standard
BMW-NVH-3643,106.0,2502,68.3,0.201,Luxury Quiet Standard
BMW-NVH-3644,71.7,1650,63.1,0.117,Luxury Quiet Standard
BMW-NVH-3645,45.6,1082,55.6,0.11,Luxury Quiet Standard
BMW-NVH-3646,39.5,1016,58.5,0.123,Luxury Quiet Standard
BMW-NVH-3647,67.8,1606,61.6,0.108,Luxury Quiet Standard
BMW-NVH-3648,83.7,2143,62.5,0.162,Luxury Quiet Standard
BMW-NVH-3649,128.6,3146,71.8,0.11,Luxury Quiet Standard
BMW-NVH-3650,63.5,1308,61.1,0.109,Luxury Quiet Standard
BMW-NVH-3651,179.7,4396,83.3,0.223,Unwanted Boom / Hum
BMW-NVH-3652,167.7,3951,80.7,0.272,Unwanted Boom / Hum
BMW-NVH-3653,107.1,2488,68.7,0.163,Luxury Quiet Standard
BMW-NVH-3654,103.1,2438,63.9,0.136,Luxury Quiet Standard
BMW-NVH-3655,81.8,1943,67.0,0.185,Luxury Quiet Standard
BMW-NVH-3656,138.6,3159,71.7,0.225,Luxury Quiet Standard
BMW-NVH-3657,69.5,1720,61.6,0.144,Luxury Quiet Standard
BMW-NVH-3658,57.1,1368,61.6,0.138,Luxury Quiet Standard
BMW-NVH-3659,113.0,2649,66.2,0.133,Luxury Quiet Standard
BMW-NVH-3660,54.3,1219,60.3,0.141,Luxury Quiet Standard
BMW-NVH-3661,87.5,2134,64.1,0.134,Luxury Quiet Standard
BMW-NVH-3662,134.7,3126,72.7,0.215,Luxury Quiet Standard
BMW-NVH-3663,139.6,3322,71.6,0.179,Luxury Quiet Standard
BMW-NVH-3664,166.0,4097,83.4,0.24,Unwanted Boom / Hum
BMW-NVH-3665,60.8,1571,62.8,0.166,Luxury Quiet Standard
BMW-NVH-3666,57.4,1321,64.5,0.136,Luxury Quiet Standard
BMW-NVH-3667,50.4,1279,61.4,0.221,Luxury Quiet Standard
BMW-NVH-3668,31.2,612,58.2,0.14,Luxury Quiet Standard
BMW-NVH-3669,70.7,1818,64.3,0.16,Luxury Quiet Standard
BMW-NVH-3670,56.3,1247,56.9,0.154,Luxury Quiet Standard
BMW-NVH-3671,131.2,3108,67.5,0.221,Luxury Quiet Standard
BMW-NVH-3672,122.6,2992,70.6,0.176,Luxury Quiet Standard
BMW-NVH-3673,129.4,3066,69.4,0.144,Luxury Quiet Standard
BMW-NVH-3674,103.3,2370,66.0,0.176,Luxury Quiet Standard
BMW-NVH-3675,85.2,2075,60.9,0.166,Luxury Quiet Standard
BMW-NVH-3676,141.2,3211,77.3,0.25,Unwanted Boom / Hum
BMW-NVH-3677,62.6,1444,59.2,0.185,Luxury Quiet Standard
BMW-NVH-3678,104.0,2546,67.6,0.241,Luxury Quiet Standard
BMW-NVH-3679,63.0,1472,61.6,0.145,Luxury Quiet Standard
BMW-NVH-3680,86.4,2034,62.2,0.144,Luxury Quiet Standard
BMW-NVH-3681,110.8,2798,68.2,0.147,Luxury Quiet Standard
BMW-NVH-3682,64.4,1625,61.4,0.097,Luxury Quiet Standard
BMW-NVH-3683,108.7,2496,68.4,0.228,Luxury Quiet Standard
BMW-NVH-3684,64.2,1439,62.5,0.106,Luxury Quiet Standard
BMW-NVH-3685,73.2,1778,62.0,0.141,Luxury Quiet Standard
BMW-NVH-3686,177.1,4274,77.0,0.199,Luxury Quiet Standard
BMW-NVH-3687,128.1,3059,73.1,0.194,Luxury Quiet Standard
BMW-NVH-3688,55.4,1294,56.6,0.2,Luxury Quiet Standard
BMW-NVH-3689,37.3,814,57.7,0.115,Luxury Quiet Standard
BMW-NVH-3690,37.7,851,57.3,0.12,Luxury Quiet Standard
BMW-NVH-3691,82.1,1887,61.7,0.179,Luxury Quiet Standard
BMW-NVH-3692,125.8,2953,67.6,0.163,Luxury Quiet Standard
BMW-NVH-3693,63.3,1614,59.2,0.148,Luxury Quiet Standard
BMW-NVH-3694,156.9,3913,81.4,0.248,Unwanted Boom / Hum
BMW-NVH-3695,71.5,1663,62.3,0.129,Luxury Quiet Standard
BMW-NVH-3696,41.7,1060,61.2,0.151,Luxury Quiet Standard
BMW-NVH-3697,135.7,3282,70.6,0.14,Luxury Quiet Standard
BMW-NVH-3698,133.2,3225,70.8,0.182,Luxury Quiet Standard
BMW-NVH-3699,80.6,1828,64.9,0.127,Luxury Quiet Standard
BMW-NVH-3700,71.9,1762,64.4,0.162,Luxury Quiet Standard
BMW-NVH-3701,121.5,2917,69.9,0.184,Luxury Quiet Standard
BMW-NVH-3702,80.1,1913,62.4,0.202,Luxury Quiet Standard
BMW-NVH-3703,107.8,2680,69.1,0.151,Luxury Quiet Standard
BMW-NVH-3704,39.3,820,59.4,0.065,Luxury Quiet Standard
BMW-NVH-3705,120.1,2892,72.2,0.203,Luxury Quiet Standard
BMW-NVH-3706,135.2,3334,75.1,0.2,Luxury Quiet Standard
BMW-NVH-3707,119.8,2940,65.4,0.185,Luxury Quiet Standard
BMW-NVH-3708,59.8,1412,59.4,0.122,Luxury Quiet Standard
BMW-NVH-3709,34.2,812,58.3,0.05,Luxury Quiet Standard
BMW-NVH-3710,85.7,2039,67.0,0.115,Luxury Quiet Standard
BMW-NVH-3711,61.4,1528,62.0,0.159,Luxury Quiet Standard
BMW-NVH-3712,131.7,3100,71.0,0.201,Luxury Quiet Standard
BMW-NVH-3713,93.1,2250,69.0,0.184,Luxury Quiet Standard
BMW-NVH-3714,112.3,2811,64.6,0.178,Luxury Quiet Standard
BMW-NVH-3715,96.1,2168,64.1,0.176,Luxury Quiet Standard
BMW-NVH-3716,68.1,1645,59.8,0.119,Luxury Quiet Standard
BMW-NVH-3717,83.5,2012,63.8,0.146,Luxury Quiet Standard
BMW-NVH-3718,169.3,4096,81.6,0.237,Unwanted Boom / Hum
BMW-NVH-3719,105.1,2490,68.3,0.152,Luxury Quiet Standard
BMW-NVH-3720,41.7,989,55.5,0.14,Luxury Quiet Standard
BMW-NVH-3721,176.0,4154,83.6,0.242,Unwanted Boom / Hum
BMW-NVH-3722,58.5,1339,58.3,0.073,Luxury Quiet Standard
BMW-NVH-3723,74.7,1915,63.0,0.162,Luxury Quiet Standard
BMW-NVH-3724,141.3,3416,73.4,0.212,Luxury Quiet Standard
BMW-NVH-3725,162.1,3909,73.0,0.196,Luxury Quiet Standard
BMW-NVH-3726,143.9,3601,75.3,0.168,Luxury Quiet Standard
BMW-NVH-3727,128.3,3054,70.1,0.148,Luxury Quiet Standard
BMW-NVH-3728,57.3,1404,59.0,0.117,Luxury Quiet Standard
BMW-NVH-3729,135.2,3248,71.5,0.18,Luxury Quiet Standard
BMW-NVH-3730,91.9,2234,65.9,0.198,Luxury Quiet Standard
BMW-NVH-3731,48.0,1222,60.7,0.132,Luxury Quiet Standard
BMW-NVH-3732,162.5,3935,80.6,0.222,Unwanted Boom / Hum
BMW-NVH-3733,139.1,3266,77.9,0.232,Unwanted Boom / Hum
BMW-NVH-3734,76.7,1852,65.2,0.172,Luxury Quiet Standard
BMW-NVH-3735,109.1,2714,68.1,0.172,Luxury Quiet Standard
BMW-NVH-3736,100.5,2397,64.0,0.143,Luxury Quiet Standard
BMW-NVH-3737,58.1,1403,59.1,0.154,Luxury Quiet Standard
BMW-NVH-3738,93.0,2200,66.5,0.173,Luxury Quiet Standard
BMW-NVH-3739,69.4,1718,57.4,0.21,Luxury Quiet Standard
BMW-NVH-3740,62.4,1717,62.2,0.126,Luxury Quiet Standard
BMW-NVH-3741,100.1,2439,70.9,0.167,Luxury Quiet Standard
BMW-NVH-3742,86.9,2017,64.7,0.182,Luxury Quiet Standard
BMW-NVH-3743,72.6,1688,59.7,0.144,Luxury Quiet Standard
BMW-NVH-3744,117.1,2810,69.6,0.215,Luxury Quiet Standard
BMW-NVH-3745,119.6,2985,67.8,0.228,Luxury Quiet Standard
BMW-NVH-3746,143.3,3390,70.5,0.209,Luxury Quiet Standard
BMW-NVH-3747,98.0,2221,63.8,0.185,Luxury Quiet Standard
BMW-NVH-3748,155.9,3621,81.5,0.237,Unwanted Boom / Hum
BMW-NVH-3749,133.2,3138,71.0,0.189,Luxury Quiet Standard
BMW-NVH-3750,87.0,2014,64.2,0.242,Luxury Quiet Standard
BMW-NVH-3751,171.1,4049,81.5,0.232,Unwanted Boom / Hum
BMW-NVH-3752,84.4,1976,66.1,0.123,Luxury Quiet Standard
BMW-NVH-3753,83.4,1958,66.3,0.151,Luxury Quiet Standard
BMW-NVH-3754,67.7,1458,62.4,0.119,Luxury Quiet Standard
BMW-NVH-3755,31.1,618,57.7,0.086,Luxury Quiet Standard
BMW-NVH-3756,88.7,2073,65.0,0.2,Luxury Quiet Standard
BMW-NVH-3757,116.2,2786,67.5,0.213,Luxury Quiet Standard
BMW-NVH-3758,45.4,1184,60.8,0.086,Luxury Quiet Standard
BMW-NVH-3759,70.8,1696,61.3,0.144,Luxury Quiet Standard
BMW-NVH-3760,164.8,3995,77.2,0.248,Unwanted Boom / Hum
BMW-NVH-3761,63.7,1497,60.0,0.171,Luxury Quiet Standard
BMW-NVH-3762,84.9,2128,60.8,0.202,Luxury Quiet Standard
BMW-NVH-3763,145.7,3548,76.9,0.221,Unwanted Boom / Hum
BMW-NVH-3764,34.4,781,58.1,0.103,Luxury Quiet Standard
BMW-NVH-3765,72.2,1668,65.8,0.127,Luxury Quiet Standard
BMW-NVH-3766,101.2,2403,65.2,0.175,Luxury Quiet Standard
BMW-NVH-3767,159.4,3832,75.8,0.196,Luxury Quiet Standard
BMW-NVH-3768,115.0,2673,66.5,0.188,Luxury Quiet Standard
BMW-NVH-3769,157.8,3710,80.9,0.237,Unwanted Boom / Hum
BMW-NVH-3770,81.3,1921,65.6,0.148,Luxury Quiet Standard
BMW-NVH-3771,30.6,643,55.2,0.084,Luxury Quiet Standard
BMW-NVH-3772,152.3,3623,79.1,0.253,Unwanted Boom / Hum
BMW-NVH-3773,169.9,4171,80.3,0.224,Unwanted Boom / Hum
BMW-NVH-3774,115.7,2769,68.6,0.181,Luxury Quiet Standard
BMW-NVH-3775,120.8,2863,66.7,0.161,Luxury Quiet Standard
BMW-NVH-3776,59.1,1444,60.9,0.194,Luxury Quiet Standard
BMW-NVH-3777,172.1,3955,76.4,0.217,Luxury Quiet Standard
BMW-NVH-3778,129.6,3067,69.5,0.147,Luxury Quiet Standard
BMW-NVH-3779,53.0,1217,60.2,0.15,Luxury Quiet Standard
BMW-NVH-3780,154.6,3717,73.9,0.219,Luxury Quiet Standard
BMW-NVH-3781,53.1,1294,60.5,0.158,Luxury Quiet Standard
BMW-NVH-3782,84.7,1828,65.3,0.155,Luxury Quiet Standard
BMW-NVH-3783,81.7,1991,62.4,0.17,Luxury Quiet Standard
BMW-NVH-3784,57.1,1365,56.2,0.07,Luxury Quiet Standard
BMW-NVH-3785,147.2,3551,74.2,0.182,Luxury Quiet Standard
BMW-NVH-3786,64.3,1698,61.2,0.142,Luxury Quiet Standard
BMW-NVH-3787,149.7,3572,77.4,0.14,Luxury Quiet Standard
BMW-NVH-3788,140.8,3436,74.7,0.226,Unwanted Boom / Hum
BMW-NVH-3789,139.5,3360,77.2,0.239,Unwanted Boom / Hum
BMW-NVH-3790,98.8,2563,69.4,0.146,Luxury Quiet Standard
BMW-NVH-3791,121.6,2952,67.2,0.227,Luxury Quiet Standard
BMW-NVH-3792,38.4,938,54.2,0.154,Luxury Quiet Standard
BMW-NVH-3793,179.6,4238,83.6,0.22,Unwanted Boom / Hum
BMW-NVH-3794,52.3,1287,58.9,0.11,Luxury Quiet Standard
BMW-NVH-3795,162.7,3977,71.7,0.211,Luxury Quiet Standard
BMW-NVH-3796,88.8,2168,66.1,0.163,Luxury Quiet Standard
BMW-NVH-3797,68.9,1661,62.9,0.102,Luxury Quiet Standard
BMW-NVH-3798,146.6,3469,70.2,0.192,Luxury Quiet Standard
BMW-NVH-3799,166.2,3940,76.4,0.255,Unwanted Boom / Hum
BMW-NVH-3800,111.5,2748,66.0,0.21,Luxury Quiet Standard
BMW-NVH-3801,38.8,961,53.9,0.107,Luxury Quiet Standard
BMW-NVH-3802,127.2,2888,70.6,0.214,Luxury Quiet Standard
BMW-NVH-3803,126.9,3179,70.5,0.199,Luxury Quiet Standard
BMW-NVH-3804,82.1,2078,67.0,0.149,Luxury Quiet Standard
BMW-NVH-3805,71.2,1751,66.4,0.163,Luxury Quiet Standard
BMW-NVH-3806,143.0,3626,69.9,0.174,Luxury Quiet Standard
BMW-NVH-3807,158.9,3807,81.5,0.229,Unwanted Boom / Hum
BMW-NVH-3808,129.5,3172,68.3,0.193,Luxury Quiet Standard
BMW-NVH-3809,172.4,4040,75.0,0.193,Luxury Quiet Standard
BMW-NVH-3810,99.9,2414,66.4,0.213,Luxury Quiet Standard
BMW-NVH-3811,149.4,3612,72.4,0.205,Luxury Quiet Standard
BMW-NVH-3812,124.2,2896,71.9,0.191,Luxury Quiet Standard
BMW-NVH-3813,137.7,3395,71.5,0.196,Luxury Quiet Standard
BMW-NVH-3814,171.3,4274,81.4,0.297,Unwanted Boom / Hum
BMW-NVH-3815,47.5,1044,55.5,0.105,Luxury Quiet Standard
BMW-NVH-3816,108.1,2510,66.8,0.119,Luxury Quiet Standard
BMW-NVH-3817,80.1,2022,64.9,0.109,Luxury Quiet Standard
BMW-NVH-3818,99.3,2365,66.9,0.165,Luxury Quiet Standard
BMW-NVH-3819,160.2,3738,78.8,0.225,Unwanted Boom / Hum
BMW-NVH-3820,146.4,3574,74.1,0.194,Luxury Quiet Standard
BMW-NVH-3821,135.3,3180,74.4,0.233,Luxury Quiet Standard
BMW-NVH-3822,44.2,1123,60.3,0.096,Luxury Quiet Standard
BMW-NVH-3823,31.5,636,54.3,0.047,Luxury Quiet Standard
BMW-NVH-3824,83.9,2011,64.5,0.156,Luxury Quiet Standard
BMW-NVH-3825,56.4,1392,59.3,0.065,Luxury Quiet Standard
BMW-NVH-3826,90.3,2123,62.2,0.175,Luxury Quiet Standard
BMW-NVH-3827,171.0,3954,79.9,0.245,Unwanted Boom / Hum
BMW-NVH-3828,136.0,3230,75.6,0.186,Luxury Quiet Standard
BMW-NVH-3829,133.1,3088,69.8,0.132,Luxury Quiet Standard
BMW-NVH-3830,117.4,2852,68.3,0.165,Luxury Quiet Standard
BMW-NVH-3831,62.0,1381,61.6,0.105,Luxury Quiet Standard
BMW-NVH-3832,142.4,3412,73.0,0.208,Luxury Quiet Standard
BMW-NVH-3833,72.8,1712,62.1,0.144,Luxury Quiet Standard
BMW-NVH-3834,135.2,3136,70.3,0.15,Luxury Quiet Standard
BMW-NVH-3835,80.7,1796,64.6,0.143,Luxury Quiet Standard
BMW-NVH-3836,106.0,2584,68.1,0.183,Luxury Quiet Standard
BMW-NVH-3837,36.0,876,60.2,0.163,Luxury Quiet Standard
BMW-NVH-3838,85.0,2106,65.3,0.161,Luxury Quiet Standard
BMW-NVH-3839,90.7,2343,67.1,0.164,Luxury Quiet Standard
BMW-NVH-3840,162.2,3910,75.3,0.205,Luxury Quiet Standard
BMW-NVH-3841,47.0,1138,62.2,0.097,Luxury Quiet Standard
BMW-NVH-3842,77.7,1781,60.2,0.173,Luxury Quiet Standard
BMW-NVH-3843,87.0,1970,65.0,0.239,Luxury Quiet Standard
BMW-NVH-3844,176.5,4184,84.2,0.221,Unwanted Boom / Hum
BMW-NVH-3845,179.5,4299,74.4,0.217,Luxury Quiet Standard
BMW-NVH-3846,156.7,3798,73.0,0.192,Luxury Quiet Standard
BMW-NVH-3847,142.9,3521,81.4,0.239,Unwanted Boom / Hum
BMW-NVH-3848,141.7,3408,72.6,0.211,Luxury Quiet Standard
BMW-NVH-3849,96.0,2214,66.0,0.212,Luxury Quiet Standard
BMW-NVH-3850,155.3,3801,81.5,0.235,Unwanted Boom / Hum
BMW-NVH-3851,108.6,2555,66.7,0.14,Luxury Quiet Standard
BMW-NVH-3852,37.7,999,57.7,0.099,Luxury Quiet Standard
BMW-NVH-3853,109.9,2662,69.3,0.17,Luxury Quiet Standard
BMW-NVH-3854,77.2,2004,64.4,0.167,Luxury Quiet Standard
BMW-NVH-3855,163.5,3965,76.1,0.192,Luxury Quiet Standard
BMW-NVH-3856,50.0,1322,61.8,0.172,Luxury Quiet Standard
BMW-NVH-3857,127.6,3186,72.1,0.182,Luxury Quiet Standard
BMW-NVH-3858,48.2,1139,61.5,0.139,Luxury Quiet Standard
BMW-NVH-3859,152.5,3605,73.1,0.191,Luxury Quiet Standard
BMW-NVH-3860,165.5,3944,75.1,0.202,Luxury Quiet Standard
BMW-NVH-3861,42.9,1074,60.0,0.136,Luxury Quiet Standard
BMW-NVH-3862,83.9,1987,65.1,0.154,Luxury Quiet Standard
BMW-NVH-3863,165.2,4124,82.9,0.225,Unwanted Boom / Hum
BMW-NVH-3864,146.1,3433,73.7,0.156,Luxury Quiet Standard
BMW-NVH-3865,120.9,2881,71.8,0.157,Luxury Quiet Standard
BMW-NVH-3866,91.7,2195,62.9,0.187,Luxury Quiet Standard
BMW-NVH-3867,122.4,2912,67.4,0.209,Luxury Quiet Standard
BMW-NVH-3868,82.6,1846,62.1,0.17,Luxury Quiet Standard
BMW-NVH-3869,126.4,3138,72.2,0.251,Luxury Quiet Standard
BMW-NVH-3870,75.4,1715,65.0,0.09,Luxury Quiet Standard
BMW-NVH-3871,125.2,3120,69.3,0.224,Luxury Quiet Standard
BMW-NVH-3872,155.2,3770,74.7,0.188,Luxury Quiet Standard
BMW-NVH-3873,77.6,1886,62.5,0.121,Luxury Quiet Standard
BMW-NVH-3874,171.4,4033,81.3,0.225,Unwanted Boom / Hum
BMW-NVH-3875,74.8,1774,62.0,0.141,Luxury Quiet Standard
BMW-NVH-3876,178.3,4203,83.6,0.231,Unwanted Boom / Hum
BMW-NVH-3877,55.3,1351,60.0,0.136,Luxury Quiet Standard
BMW-NVH-3878,159.7,3850,76.5,0.232,Unwanted Boom / Hum
BMW-NVH-3879,158.5,3804,80.9,0.254,Unwanted Boom / Hum
BMW-NVH-3880,154.2,3782,80.2,0.27,Unwanted Boom / Hum
BMW-NVH-3881,69.7,1624,62.0,0.135,Luxury Quiet Standard
BMW-NVH-3882,156.2,3814,73.5,0.194,Luxury Quiet Standard
BMW-NVH-3883,138.5,3439,79.8,0.235,Unwanted Boom / Hum
BMW-NVH-3884,44.1,943,58.4,0.152,Luxury Quiet Standard
BMW-NVH-3885,179.1,4231,84.3,0.269,Unwanted Boom / Hum
BMW-NVH-3886,38.7,1073,58.0,0.209,Luxury Quiet Standard
BMW-NVH-3887,53.1,1115,60.3,0.157,Luxury Quiet Standard
BMW-NVH-3888,131.2,3055,71.0,0.246,Luxury Quiet Standard
BMW-NVH-3889,79.4,1881,62.8,0.149,Luxury Quiet Standard
BMW-NVH-3890,51.9,1270,59.6,0.12,Luxury Quiet Standard
BMW-NVH-3891,59.2,1595,65.9,0.131,Luxury Quiet Standard
BMW-NVH-3892,106.6,2705,68.8,0.169,Luxury Quiet Standard
BMW-NVH-3893,40.2,1007,59.2,0.126,Luxury Quiet Standard
BMW-NVH-3894,169.3,4081,75.8,0.211,Luxury Quiet Standard
BMW-NVH-3895,105.8,2574,65.0,0.157,Luxury Quiet Standard
BMW-NVH-3896,69.1,1617,60.0,0.133,Luxury Quiet Standard
BMW-NVH-3897,123.2,3011,69.5,0.177,Luxury Quiet Standard
BMW-NVH-3898,114.8,2821,72.4,0.166,Luxury Quiet Standard
BMW-NVH-3899,130.9,3230,70.7,0.19,Luxury Quiet Standard
BMW-NVH-3900,112.3,2802,67.7,0.172,Luxury Quiet Standard
BMW-NVH-3901,84.4,2103,65.5,0.228,Luxury Quiet Standard
BMW-NVH-3902,91.5,2202,65.4,0.165,Luxury Quiet Standard
BMW-NVH-3903,92.0,2142,64.9,0.205,Luxury Quiet Standard
BMW-NVH-3904,84.1,2049,63.2,0.146,Luxury Quiet Standard
BMW-NVH-3905,56.7,1337,57.7,0.169,Luxury Quiet Standard
BMW-NVH-3906,111.6,2630,68.8,0.183,Luxury Quiet Standard
BMW-NVH-3907,41.1,952,53.9,0.12,Luxury Quiet Standard
BMW-NVH-3908,157.4,3668,82.8,0.221,Unwanted Boom / Hum
BMW-NVH-3909,160.8,3808,81.7,0.262,Unwanted Boom / Hum
BMW-NVH-3910,136.0,3204,72.2,0.203,Luxury Quiet Standard
BMW-NVH-3911,64.5,1492,61.8,0.176,Luxury Quiet Standard
BMW-NVH-3912,120.6,2749,70.5,0.202,Luxury Quiet Standard
BMW-NVH-3913,149.3,3554,72.8,0.201,Luxury Quiet Standard
BMW-NVH-3914,103.7,2427,65.3,0.183,Luxury Quiet Standard
BMW-NVH-3915,71.2,1746,61.7,0.15,Luxury Quiet Standard
BMW-NVH-3916,82.0,1956,64.9,0.114,Luxury Quiet Standard
BMW-NVH-3917,129.2,3107,66.3,0.158,Luxury Quiet Standard
BMW-NVH-3918,68.1,1769,60.4,0.18,Luxury Quiet Standard
BMW-NVH-3919,46.1,1142,60.7,0.136,Luxury Quiet Standard
BMW-NVH-3920,157.0,3766,73.3,0.184,Luxury Quiet Standard
