Inspection_ID,Vehicle_Zone,Defect_Type,Camera_Confidence,Box_Accuracy,Line_Speed_m_min
INSP-22726,Roof Pillar,No Defect (Pass),0.975,0.0,4.55
INSP-22727,Trunk Lid,Clear-coat Orange Peel,0.656,0.86,3.87
INSP-22728,Door Left Front,No Defect (Pass),0.781,0.0,4.25
INSP-22729,Hood,No Defect (Pass),0.902,0.0,4.36
INSP-22730,Quarter Panel Right,No Defect (Pass),0.816,0.0,4.27
INSP-22731,Roof Pillar,No Defect (Pass),0.916,0.0,4.01
INSP-22732,Quarter Panel Right,No Defect (Pass),0.952,0.0,3.63
INSP-22733,Quarter Panel Right,No Defect (Pass),0.922,0.0,4.23
INSP-22734,Door Left Front,No Defect (Pass),0.917,0.0,3.64
INSP-22735,Roof Pillar,No Defect (Pass),0.899,0.0,4.07
INSP-22736,Hood,No Defect (Pass),0.909,0.0,4.21
INSP-22737,Trunk Lid,No Defect (Pass),0.693,0.0,3.49
INSP-22738,Quarter Panel Right,Paint Scratch / Blemish,0.742,0.93,4.49
INSP-22739,Hood,No Defect (Pass),0.933,0.0,3.6
INSP-22740,Door Left Front,No Defect (Pass),0.979,0.0,4.62
INSP-22741,Quarter Panel Right,No Defect (Pass),0.743,0.0,4.34
INSP-22742,Door Left Front,No Defect (Pass),0.934,0.0,4.32
INSP-22743,Trunk Lid,No Defect (Pass),0.916,0.0,4.23
INSP-22744,Door Left Front,No Defect (Pass),0.755,0.0,4.19
INSP-22745,Roof Pillar,Paint Scratch / Blemish,0.839,0.74,4.24
INSP-22746,Trunk Lid,Clear-coat Orange Peel,0.707,0.9,3.96
INSP-22747,Door Left Front,No Defect (Pass),0.908,0.0,3.6
INSP-22748,Roof Pillar,No Defect (Pass),0.931,0.0,4.32
INSP-22749,Quarter Panel Right,No Defect (Pass),0.724,0.0,4.18
INSP-22750,Hood,No Defect (Pass),0.788,0.0,3.84
INSP-22751,Hood,No Defect (Pass),0.982,0.0,4.99
INSP-22752,Door Left Front,No Defect (Pass),0.933,0.0,4.73
INSP-22753,Roof Pillar,No Defect (Pass),0.905,0.0,4.23
INSP-22754,Roof Pillar,No Defect (Pass),0.931,0.0,4.53
INSP-22755,Door Left Front,No Defect (Pass),0.904,0.0,4.34
INSP-22756,Hood,No Defect (Pass),0.783,0.0,4.5
INSP-22757,Door Left Front,No Defect (Pass),0.964,0.0,4.02
INSP-22758,Quarter Panel Right,No Defect (Pass),0.954,0.0,3.79
INSP-22759,Door Left Front,No Defect (Pass),0.998,0.0,3.87
INSP-22760,Quarter Panel Right,No Defect (Pass),0.837,0.0,4.23
INSP-22761,Quarter Panel Right,No Defect (Pass),0.864,0.0,4.32
INSP-22762,Trunk Lid,No Defect (Pass),0.929,0.0,4.4
INSP-22763,Roof Pillar,Welding Porosity,0.856,0.76,4.03
INSP-22764,Trunk Lid,No Defect (Pass),0.726,0.0,4.74
INSP-22765,Door Left Front,No Defect (Pass),0.88,0.0,4.65
INSP-22766,Quarter Panel Right,No Defect (Pass),0.649,0.0,4.61
INSP-22767,Quarter Panel Right,No Defect (Pass),0.744,0.0,4.4
INSP-22768,Hood,No Defect (Pass),0.836,0.0,4.55
INSP-22769,Roof Pillar,No Defect (Pass),0.987,0.0,4.32
INSP-22770,Roof Pillar,No Defect (Pass),0.985,0.0,4.76
INSP-22771,Trunk Lid,Welding Porosity,0.944,0.81,4.27
INSP-22772,Quarter Panel Right,No Defect (Pass),0.825,0.0,4.23
INSP-22773,Quarter Panel Right,No Defect (Pass),0.989,0.0,4.39
INSP-22774,Trunk Lid,No Defect (Pass),0.982,0.0,4.37
INSP-22775,Hood,No Defect (Pass),0.986,0.0,4.64
INSP-22776,Trunk Lid,No Defect (Pass),0.913,0.0,3.86
INSP-22777,Roof Pillar,No Defect (Pass),0.958,0.0,3.92
INSP-22778,Quarter Panel Right,No Defect (Pass),0.914,0.0,4.54
INSP-22779,Quarter Panel Right,No Defect (Pass),0.913,0.0,4.19
INSP-22780,Trunk Lid,No Defect (Pass),0.951,0.0,4.15
INSP-22781,Hood,Paint Scratch / Blemish,0.939,0.65,4.1
INSP-22782,Quarter Panel Right,No Defect (Pass),0.872,0.0,4.83
INSP-22783,Trunk Lid,No Defect (Pass),0.988,0.0,4.28
INSP-22784,Roof Pillar,No Defect (Pass),0.848,0.0,4.16
INSP-22785,Roof Pillar,No Defect (Pass),0.774,0.0,4.24
INSP-22786,Hood,Panel Gap Misalignment,0.729,0.87,4.48
INSP-22787,Roof Pillar,No Defect (Pass),0.937,0.0,3.84
INSP-22788,Roof Pillar,No Defect (Pass),0.952,0.0,4.14
INSP-22789,Trunk Lid,No Defect (Pass),0.729,0.0,4.27
INSP-22790,Roof Pillar,No Defect (Pass),0.986,0.0,4.33
INSP-22791,Quarter Panel Right,No Defect (Pass),0.565,0.0,4.63
INSP-22792,Hood,No Defect (Pass),0.919,0.0,3.93
INSP-22793,Hood,No Defect (Pass),0.75,0.0,5.11
INSP-22794,Quarter Panel Right,No Defect (Pass),0.962,0.0,4.68
INSP-22795,Hood,No Defect (Pass),0.952,0.0,4.44
INSP-22796,Trunk Lid,No Defect (Pass),0.808,0.0,3.81
INSP-22797,Door Left Front,No Defect (Pass),0.69,0.0,4.29
INSP-22798,Trunk Lid,No Defect (Pass),0.891,0.0,4.17
INSP-22799,Hood,No Defect (Pass),0.786,0.0,3.98
INSP-22800,Hood,Panel Gap Misalignment,0.761,0.86,4.2
INSP-22801,Door Left Front,No Defect (Pass),0.98,0.0,4.44
INSP-22802,Roof Pillar,No Defect (Pass),0.948,0.0,3.93
INSP-22803,Roof Pillar,No Defect (Pass),0.909,0.0,4.45
INSP-22804,Trunk Lid,Paint Scratch / Blemish,0.809,0.7,4.93
INSP-22805,Trunk Lid,No Defect (Pass),0.982,0.0,3.89
INSP-22806,Door Left Front,No Defect (Pass),0.777,0.0,4.37
INSP-22807,Roof Pillar,No Defect (Pass),0.963,0.0,3.99
INSP-22808,Door Left Front,No Defect (Pass),0.97,0.0,4.19
INSP-22809,Hood,No Defect (Pass),0.975,0.0,4.26
INSP-22810,Door Left Front,No Defect (Pass),0.963,0.0,4.23
INSP-22811,Quarter Panel Right,No Defect (Pass),0.908,0.0,4.5
INSP-22812,Door Left Front,No Defect (Pass),0.979,0.0,3.79
INSP-22813,Hood,Welding Porosity,0.876,0.67,4.38
INSP-22814,Roof Pillar,No Defect (Pass),0.784,0.0,4.54
INSP-22815,Trunk Lid,No Defect (Pass),0.988,0.0,3.68
INSP-22816,Roof Pillar,No Defect (Pass),0.804,0.0,4.47
INSP-22817,Door Left Front,No Defect (Pass),0.888,0.0,3.97
INSP-22818,Roof Pillar,No Defect (Pass),0.996,0.0,3.97
INSP-22819,Quarter Panel Right,No Defect (Pass),0.966,0.0,3.99
INSP-22820,Roof Pillar,No Defect (Pass),0.946,0.0,3.89
INSP-22821,Hood,No Defect (Pass),0.895,0.0,4.34
INSP-22822,Roof Pillar,No Defect (Pass),0.859,0.0,4.54
INSP-22823,Hood,No Defect (Pass),0.744,0.0,4.3
INSP-22824,Hood,No Defect (Pass),0.97,0.0,4.48
INSP-22825,Quarter Panel Right,No Defect (Pass),0.977,0.0,4.06
INSP-22826,Door Left Front,No Defect (Pass),0.96,0.0,3.66
INSP-22827,Roof Pillar,No Defect (Pass),0.907,0.0,4.3
INSP-22828,Quarter Panel Right,No Defect (Pass),0.704,0.0,4.84
INSP-22829,Door Left Front,No Defect (Pass),0.762,0.0,3.67
INSP-22830,Door Left Front,No Defect (Pass),0.928,0.0,4.21
INSP-22831,Door Left Front,No Defect (Pass),0.95,0.0,4.4
INSP-22832,Door Left Front,No Defect (Pass),0.901,0.0,4.22
INSP-22833,Trunk Lid,No Defect (Pass),0.831,0.0,3.95
INSP-22834,Trunk Lid,No Defect (Pass),0.927,0.0,4.24
INSP-22835,Roof Pillar,No Defect (Pass),0.803,0.0,4.41
INSP-22836,Roof Pillar,No Defect (Pass),0.98,0.0,4.39
INSP-22837,Hood,No Defect (Pass),0.846,0.0,3.94
INSP-22838,Trunk Lid,No Defect (Pass),0.928,0.0,3.86
INSP-22839,Trunk Lid,No Defect (Pass),0.871,0.0,3.98
INSP-22840,Roof Pillar,No Defect (Pass),0.944,0.0,4.04
INSP-22841,Door Left Front,No Defect (Pass),0.648,0.0,3.68
INSP-22842,Quarter Panel Right,No Defect (Pass),0.936,0.0,4.12
INSP-22843,Trunk Lid,No Defect (Pass),0.953,0.0,4.64
INSP-22844,Trunk Lid,No Defect (Pass),1.0,0.0,4.05
INSP-22845,Hood,No Defect (Pass),0.946,0.0,4.4
INSP-22846,Quarter Panel Right,Paint Scratch / Blemish,0.822,0.67,4.46
INSP-22847,Quarter Panel Right,No Defect (Pass),0.879,0.0,4.39
INSP-22848,Roof Pillar,No Defect (Pass),0.86,0.0,4.21
INSP-22849,Trunk Lid,Panel Gap Misalignment,0.864,0.9,4.27
INSP-22850,Roof Pillar,No Defect (Pass),0.926,0.0,4.5
INSP-22851,Roof Pillar,No Defect (Pass),0.993,0.0,4.72
INSP-22852,Quarter Panel Right,No Defect (Pass),0.832,0.0,3.54
INSP-22853,Door Left Front,No Defect (Pass),0.963,0.0,4.14
INSP-22854,Door Left Front,No Defect (Pass),0.938,0.0,4.59
INSP-22855,Trunk Lid,No Defect (Pass),0.98,0.0,4.65
INSP-22856,Hood,No Defect (Pass),0.839,0.0,4.74
INSP-22857,Hood,Panel Gap Misalignment,0.742,0.79,4.07
INSP-22858,Quarter Panel Right,No Defect (Pass),0.993,0.0,4.07
INSP-22859,Trunk Lid,No Defect (Pass),0.883,0.0,4.05
INSP-22860,Quarter Panel Right,No Defect (Pass),0.96,0.0,4.07
INSP-22861,Trunk Lid,No Defect (Pass),0.892,0.0,4.2
INSP-22862,Door Left Front,No Defect (Pass),0.884,0.0,4.04
INSP-22863,Roof Pillar,Welding Porosity,0.673,0.7,4.02
INSP-22864,Door Left Front,No Defect (Pass),0.968,0.0,3.64
INSP-22865,Roof Pillar,No Defect (Pass),0.871,0.0,4.47
INSP-22866,Roof Pillar,No Defect (Pass),0.806,0.0,4.79
INSP-22867,Hood,No Defect (Pass),0.997,0.0,4.34
INSP-22868,Trunk Lid,No Defect (Pass),0.815,0.0,4.34
INSP-22869,Hood,No Defect (Pass),0.97,0.0,4.26
INSP-22870,Quarter Panel Right,No Defect (Pass),0.975,0.0,4.0
INSP-22871,Roof Pillar,No Defect (Pass),0.678,0.0,4.13
INSP-22872,Trunk Lid,No Defect (Pass),0.897,0.0,4.0
INSP-22873,Door Left Front,No Defect (Pass),0.94,0.0,4.08
INSP-22874,Door Left Front,Paint Scratch / Blemish,0.856,0.83,4.17
INSP-22875,Door Left Front,No Defect (Pass),0.976,0.0,4.41
INSP-22876,Roof Pillar,No Defect (Pass),0.611,0.0,3.93
INSP-22877,Trunk Lid,No Defect (Pass),0.85,0.0,4.26
INSP-22878,Hood,No Defect (Pass),0.966,0.0,4.16
INSP-22879,Trunk Lid,No Defect (Pass),0.816,0.0,3.89
INSP-22880,Door Left Front,Panel Gap Misalignment,0.884,0.88,3.65
INSP-22881,Quarter Panel Right,No Defect (Pass),0.957,0.0,4.39
INSP-22882,Trunk Lid,No Defect (Pass),0.879,0.0,4.28
INSP-22883,Quarter Panel Right,No Defect (Pass),0.922,0.0,4.39
INSP-22884,Quarter Panel Right,No Defect (Pass),0.902,0.0,4.33
INSP-22885,Door Left Front,No Defect (Pass),0.957,0.0,4.12
INSP-22886,Quarter Panel Right,No Defect (Pass),0.996,0.0,4.24
INSP-22887,Door Left Front,No Defect (Pass),0.953,0.0,3.67
INSP-22888,Roof Pillar,No Defect (Pass),0.999,0.0,4.32
INSP-22889,Quarter Panel Right,Paint Scratch / Blemish,0.886,0.91,4.55
INSP-22890,Quarter Panel Right,No Defect (Pass),0.827,0.0,4.55
INSP-22891,Roof Pillar,No Defect (Pass),0.834,0.0,4.12
INSP-22892,Hood,No Defect (Pass),0.808,0.0,4.42
INSP-22893,Roof Pillar,No Defect (Pass),0.903,0.0,3.98
INSP-22894,Trunk Lid,No Defect (Pass),0.961,0.0,3.63
INSP-22895,Hood,No Defect (Pass),0.977,0.0,3.42
INSP-22896,Trunk Lid,No Defect (Pass),0.829,0.0,4.22
INSP-22897,Roof Pillar,No Defect (Pass),0.933,0.0,4.1
INSP-22898,Quarter Panel Right,No Defect (Pass),0.79,0.0,4.12
INSP-22899,Trunk Lid,No Defect (Pass),0.873,0.0,4.16
INSP-22900,Door Left Front,No Defect (Pass),0.96,0.0,3.92
INSP-22901,Hood,Panel Gap Misalignment,0.854,0.94,3.98
INSP-22902,Door Left Front,No Defect (Pass),0.977,0.0,3.89
INSP-22903,Trunk Lid,No Defect (Pass),0.969,0.0,3.95
INSP-22904,Hood,No Defect (Pass),0.962,0.0,4.11
INSP-22905,Quarter Panel Right,No Defect (Pass),0.932,0.0,4.86
INSP-22906,Trunk Lid,No Defect (Pass),0.937,0.0,4.11
INSP-22907,Roof Pillar,No Defect (Pass),0.984,0.0,4.15
INSP-22908,Hood,Paint Scratch / Blemish,0.684,0.78,4.39
INSP-22909,Door Left Front,No Defect (Pass),0.894,0.0,3.49
INSP-22910,Trunk Lid,Welding Porosity,0.931,0.77,3.78
INSP-22911,Roof Pillar,No Defect (Pass),0.611,0.0,4.44
INSP-22912,Trunk Lid,No Defect (Pass),0.921,0.0,3.79
INSP-22913,Roof Pillar,No Defect (Pass),0.999,0.0,4.21
INSP-22914,Roof Pillar,No Defect (Pass),0.739,0.0,4.1
INSP-22915,Trunk Lid,No Defect (Pass),0.907,0.0,4.71
INSP-22916,Quarter Panel Right,No Defect (Pass),0.877,0.0,4.12
INSP-22917,Roof Pillar,No Defect (Pass),0.989,0.0,4.03
INSP-22918,Roof Pillar,No Defect (Pass),0.887,0.0,4.12
INSP-22919,Hood,No Defect (Pass),0.948,0.0,4.4
INSP-22920,Quarter Panel Right,No Defect (Pass),0.862,0.0,4.08
INSP-22921,Roof Pillar,No Defect (Pass),0.937,0.0,4.57
INSP-22922,Trunk Lid,No Defect (Pass),0.783,0.0,3.87
INSP-22923,Door Left Front,No Defect (Pass),0.7,0.0,4.11
INSP-22924,Door Left Front,No Defect (Pass),0.976,0.0,4.47
INSP-22925,Quarter Panel Right,No Defect (Pass),0.62,0.0,4.55
INSP-22926,Hood,No Defect (Pass),0.851,0.0,4.27
INSP-22927,Roof Pillar,No Defect (Pass),0.996,0.0,4.52
INSP-22928,Hood,No Defect (Pass),0.9,0.0,4.15
INSP-22929,Roof Pillar,No Defect (Pass),0.951,0.0,4.47
INSP-22930,Door Left Front,No Defect (Pass),0.991,0.0,3.83
INSP-22931,Trunk Lid,No Defect (Pass),0.875,0.0,3.92
INSP-22932,Roof Pillar,No Defect (Pass),0.988,0.0,3.99
INSP-22933,Hood,No Defect (Pass),0.924,0.0,3.75
INSP-22934,Roof Pillar,No Defect (Pass),0.869,0.0,4.54
INSP-22935,Roof Pillar,Welding Porosity,0.931,0.69,4.25
INSP-22936,Trunk Lid,No Defect (Pass),0.804,0.0,3.9
INSP-22937,Trunk Lid,No Defect (Pass),0.917,0.0,4.06
INSP-22938,Roof Pillar,No Defect (Pass),0.91,0.0,4.08
INSP-22939,Door Left Front,No Defect (Pass),0.792,0.0,4.12
INSP-22940,Roof Pillar,No Defect (Pass),0.971,0.0,4.41
INSP-22941,Trunk Lid,No Defect (Pass),0.885,0.0,4.48
INSP-22942,Door Left Front,No Defect (Pass),0.815,0.0,3.94
INSP-22943,Door Left Front,No Defect (Pass),0.926,0.0,4.13
INSP-22944,Roof Pillar,No Defect (Pass),0.809,0.0,3.71
INSP-22945,Trunk Lid,No Defect (Pass),0.829,0.0,4.08
INSP-22946,Trunk Lid,No Defect (Pass),0.92,0.0,4.16
INSP-22947,Roof Pillar,No Defect (Pass),0.798,0.0,4.01
INSP-22948,Door Left Front,No Defect (Pass),0.988,0.0,3.94
INSP-22949,Quarter Panel Right,No Defect (Pass),0.764,0.0,4.06
INSP-22950,Roof Pillar,Paint Scratch / Blemish,0.638,0.66,4.22
INSP-22951,Trunk Lid,No Defect (Pass),0.916,0.0,4.3
INSP-22952,Quarter Panel Right,No Defect (Pass),0.873,0.0,4.39
INSP-22953,Trunk Lid,No Defect (Pass),0.784,0.0,4.67
INSP-22954,Quarter Panel Right,No Defect (Pass),0.936,0.0,4.35
INSP-22955,Roof Pillar,Panel Gap Misalignment,0.902,0.91,4.55
INSP-22956,Quarter Panel Right,No Defect (Pass),0.803,0.0,3.88
INSP-22957,Door Left Front,No Defect (Pass),0.893,0.0,4.01
INSP-22958,Quarter Panel Right,No Defect (Pass),0.869,0.0,3.99
INSP-22959,Quarter Panel Right,No Defect (Pass),0.969,0.0,4.75
INSP-22960,Roof Pillar,Clear-coat Orange Peel,0.883,0.91,4.22
INSP-22961,Door Left Front,No Defect (Pass),0.99,0.0,3.97
INSP-22962,Trunk Lid,No Defect (Pass),0.903,0.0,5.15
INSP-22963,Door Left Front,No Defect (Pass),0.925,0.0,4.37
INSP-22964,Roof Pillar,No Defect (Pass),0.93,0.0,4.61
INSP-22965,Roof Pillar,No Defect (Pass),0.849,0.0,4.1
INSP-22966,Trunk Lid,No Defect (Pass),0.962,0.0,4.87
INSP-22967,Hood,No Defect (Pass),0.858,0.0,4.34
INSP-22968,Door Left Front,No Defect (Pass),0.819,0.0,4.36
INSP-22969,Door Left Front,No Defect (Pass),0.992,0.0,4.39
INSP-22970,Roof Pillar,No Defect (Pass),0.579,0.0,3.8
INSP-22971,Roof Pillar,No Defect (Pass),0.939,0.0,4.61
INSP-22972,Hood,No Defect (Pass),0.895,0.0,4.48
INSP-22973,Quarter Panel Right,No Defect (Pass),0.709,0.0,3.84
INSP-22974,Door Left Front,No Defect (Pass),0.957,0.0,4.34
INSP-22975,Door Left Front,No Defect (Pass),0.975,0.0,4.21
INSP-22976,Quarter Panel Right,Paint Scratch / Blemish,0.779,0.77,3.82
INSP-22977,Hood,No Defect (Pass),0.93,0.0,3.38
INSP-22978,Quarter Panel Right,No Defect (Pass),0.852,0.0,3.72
INSP-22979,Roof Pillar,Panel Gap Misalignment,0.86,0.9,4.51
INSP-22980,Hood,No Defect (Pass),0.955,0.0,4.25
INSP-22981,Trunk Lid,No Defect (Pass),0.828,0.0,3.81
INSP-22982,Quarter Panel Right,No Defect (Pass),0.812,0.0,4.84
INSP-22983,Hood,No Defect (Pass),0.783,0.0,3.82
INSP-22984,Quarter Panel Right,No Defect (Pass),0.979,0.0,4.24
INSP-22985,Roof Pillar,No Defect (Pass),0.981,0.0,4.18
INSP-22986,Quarter Panel Right,No Defect (Pass),0.868,0.0,4.42
INSP-22987,Trunk Lid,No Defect (Pass),0.903,0.0,4.16
INSP-22988,Hood,Welding Porosity,0.8,0.9,4.03
INSP-22989,Roof Pillar,No Defect (Pass),0.675,0.0,4.51
INSP-22990,Trunk Lid,No Defect (Pass),0.943,0.0,3.8
INSP-22991,Hood,No Defect (Pass),0.998,0.0,4.46
INSP-22992,Door Left Front,No Defect (Pass),0.991,0.0,3.92
INSP-22993,Roof Pillar,No Defect (Pass),0.994,0.0,4.44
INSP-22994,Trunk Lid,No Defect (Pass),0.839,0.0,3.66
INSP-22995,Quarter Panel Right,No Defect (Pass),0.885,0.0,3.94
INSP-22996,Trunk Lid,No Defect (Pass),0.964,0.0,4.95
INSP-22997,Quarter Panel Right,No Defect (Pass),0.953,0.0,4.43
INSP-22998,Quarter Panel Right,No Defect (Pass),0.933,0.0,4.86
INSP-22999,Hood,No Defect (Pass),0.961,0.0,4.49
INSP-23000,Quarter Panel Right,No Defect (Pass),0.758,0.0,3.98
INSP-23001,Hood,No Defect (Pass),0.791,0.0,4.67
INSP-23002,Trunk Lid,No Defect (Pass),0.844,0.0,3.94
INSP-23003,Quarter Panel Right,No Defect (Pass),0.888,0.0,4.05
INSP-23004,Trunk Lid,No Defect (Pass),0.827,0.0,4.15
INSP-23005,Quarter Panel Right,No Defect (Pass),0.863,0.0,4.01
INSP-23006,Trunk Lid,No Defect (Pass),0.994,0.0,4.39
INSP-23007,Trunk Lid,No Defect (Pass),0.789,0.0,4.41
INSP-23008,Door Left Front,No Defect (Pass),0.967,0.0,4.03
INSP-23009,Hood,No Defect (Pass),0.802,0.0,4.15
INSP-23010,Roof Pillar,No Defect (Pass),0.922,0.0,4.31
INSP-23011,Trunk Lid,Panel Gap Misalignment,0.671,0.88,4.12
INSP-23012,Door Left Front,No Defect (Pass),0.928,0.0,4.05
INSP-23013,Quarter Panel Right,Clear-coat Orange Peel,0.754,0.68,3.88
INSP-23014,Door Left Front,No Defect (Pass),0.998,0.0,4.7
INSP-23015,Door Left Front,No Defect (Pass),0.953,0.0,4.66
INSP-23016,Hood,No Defect (Pass),0.991,0.0,4.56
INSP-23017,Door Left Front,No Defect (Pass),0.847,0.0,4.19
INSP-23018,Door Left Front,No Defect (Pass),0.96,0.0,4.17
INSP-23019,Trunk Lid,Welding Porosity,0.653,0.81,3.72
INSP-23020,Trunk Lid,No Defect (Pass),0.997,0.0,4.86
INSP-23021,Trunk Lid,No Defect (Pass),0.973,0.0,4.52
INSP-23022,Door Left Front,No Defect (Pass),0.662,0.0,4.27
INSP-23023,Door Left Front,No Defect (Pass),0.999,0.0,3.98
INSP-23024,Roof Pillar,No Defect (Pass),0.919,0.0,3.9
INSP-23025,Hood,No Defect (Pass),0.93,0.0,3.85
INSP-23026,Door Left Front,No Defect (Pass),0.67,0.0,4.14
INSP-23027,Door Left Front,No Defect (Pass),0.951,0.0,4.19
INSP-23028,Quarter Panel Right,Panel Gap Misalignment,0.751,0.71,4.25
INSP-23029,Trunk Lid,No Defect (Pass),0.872,0.0,4.7
INSP-23030,Quarter Panel Right,Panel Gap Misalignment,0.929,0.75,4.09
INSP-23031,Quarter Panel Right,No Defect (Pass),0.736,0.0,4.5
INSP-23032,Quarter Panel Right,No Defect (Pass),0.854,0.0,4.13
INSP-23033,Roof Pillar,No Defect (Pass),0.963,0.0,4.5
INSP-23034,Door Left Front,No Defect (Pass),0.835,0.0,3.62
INSP-23035,Hood,No Defect (Pass),0.955,0.0,4.4
INSP-23036,Trunk Lid,Welding Porosity,0.865,0.72,4.19
INSP-23037,Trunk Lid,No Defect (Pass),0.828,0.0,4.4
INSP-23038,Roof Pillar,Welding Porosity,0.686,0.7,4.09
INSP-23039,Roof Pillar,No Defect (Pass),0.979,0.0,4.15
INSP-23040,Quarter Panel Right,No Defect (Pass),0.903,0.0,4.4
INSP-23041,Door Left Front,No Defect (Pass),0.987,0.0,4.19
INSP-23042,Door Left Front,No Defect (Pass),0.671,0.0,4.1
INSP-23043,Roof Pillar,No Defect (Pass),0.839,0.0,4.34
INSP-23044,Hood,No Defect (Pass),0.992,0.0,4.96
INSP-23045,Hood,No Defect (Pass),0.942,0.0,4.4
INSP-23046,Hood,No Defect (Pass),0.834,0.0,3.8
INSP-23047,Hood,No Defect (Pass),0.954,0.0,4.3
INSP-23048,Hood,No Defect (Pass),0.984,0.0,4.58
INSP-23049,Hood,No Defect (Pass),0.571,0.0,4.38
INSP-23050,Trunk Lid,No Defect (Pass),0.591,0.0,4.57
INSP-23051,Quarter Panel Right,No Defect (Pass),0.795,0.0,4.63
INSP-23052,Roof Pillar,Paint Scratch / Blemish,0.779,0.74,3.87
INSP-23053,Door Left Front,No Defect (Pass),0.974,0.0,3.7
INSP-23054,Hood,No Defect (Pass),0.886,0.0,4.26
INSP-23055,Door Left Front,No Defect (Pass),0.969,0.0,3.78
INSP-23056,Roof Pillar,No Defect (Pass),0.961,0.0,3.95
INSP-23057,Trunk Lid,No Defect (Pass),0.96,0.0,4.1
INSP-23058,Door Left Front,No Defect (Pass),0.978,0.0,4.17
INSP-23059,Hood,No Defect (Pass),0.996,0.0,4.32
INSP-23060,Quarter Panel Right,No Defect (Pass),0.953,0.0,3.95
INSP-23061,Hood,No Defect (Pass),0.931,0.0,4.2
INSP-23062,Roof Pillar,No Defect (Pass),0.89,0.0,3.86
INSP-23063,Hood,Paint Scratch / Blemish,0.853,0.69,4.05
INSP-23064,Trunk Lid,Paint Scratch / Blemish,0.834,0.85,4.96
INSP-23065,Door Left Front,No Defect (Pass),0.974,0.0,3.94
INSP-23066,Trunk Lid,Paint Scratch / Blemish,0.791,0.67,4.02
INSP-23067,Door Left Front,No Defect (Pass),0.967,0.0,4.5
INSP-23068,Hood,No Defect (Pass),0.972,0.0,4.04
INSP-23069,Door Left Front,No Defect (Pass),0.69,0.0,4.05
INSP-23070,Quarter Panel Right,No Defect (Pass),0.969,0.0,4.59
INSP-23071,Quarter Panel Right,No Defect (Pass),0.983,0.0,4.48
INSP-23072,Roof Pillar,Panel Gap Misalignment,0.943,0.92,4.05
INSP-23073,Roof Pillar,No Defect (Pass),0.893,0.0,4.0
INSP-23074,Trunk Lid,No Defect (Pass),0.724,0.0,4.41
INSP-23075,Roof Pillar,No Defect (Pass),0.9,0.0,4.22
INSP-23076,Hood,No Defect (Pass),0.853,0.0,3.73
INSP-23077,Hood,No Defect (Pass),0.997,0.0,4.61
INSP-23078,Quarter Panel Right,Panel Gap Misalignment,0.373,0.85,3.88
INSP-23079,Roof Pillar,Paint Scratch / Blemish,0.693,0.94,3.82
INSP-23080,Trunk Lid,No Defect (Pass),0.948,0.0,4.52
INSP-23081,Roof Pillar,No Defect (Pass),0.967,0.0,4.51
INSP-23082,Quarter Panel Right,No Defect (Pass),0.971,0.0,3.95
INSP-23083,Roof Pillar,No Defect (Pass),0.968,0.0,4.55
INSP-23084,Door Left Front,No Defect (Pass),0.932,0.0,4.55
INSP-23085,Hood,No Defect (Pass),0.95,0.0,4.6
INSP-23086,Hood,No Defect (Pass),0.856,0.0,4.46
INSP-23087,Hood,No Defect (Pass),0.84,0.0,3.99
INSP-23088,Door Left Front,No Defect (Pass),0.805,0.0,4.21
INSP-23089,Trunk Lid,No Defect (Pass),0.941,0.0,4.5
INSP-23090,Door Left Front,No Defect (Pass),0.993,0.0,3.77
INSP-23091,Quarter Panel Right,No Defect (Pass),0.731,0.0,4.41
INSP-23092,Hood,No Defect (Pass),0.833,0.0,3.79
INSP-23093,Hood,No Defect (Pass),0.964,0.0,4.68
INSP-23094,Trunk Lid,No Defect (Pass),0.98,0.0,4.08
INSP-23095,Hood,No Defect (Pass),0.982,0.0,4.25
INSP-23096,Roof Pillar,No Defect (Pass),0.862,0.0,4.36
INSP-23097,Quarter Panel Right,No Defect (Pass),0.731,0.0,4.36
INSP-23098,Quarter Panel Right,No Defect (Pass),0.737,0.0,3.45
INSP-23099,Roof Pillar,No Defect (Pass),0.981,0.0,3.82
INSP-23100,Hood,No Defect (Pass),0.945,0.0,3.96
INSP-23101,Trunk Lid,No Defect (Pass),0.989,0.0,4.52
INSP-23102,Quarter Panel Right,No Defect (Pass),0.895,0.0,3.97
INSP-23103,Trunk Lid,No Defect (Pass),0.512,0.0,4.1
INSP-23104,Hood,No Defect (Pass),0.807,0.0,4.06
INSP-23105,Quarter Panel Right,No Defect (Pass),0.899,0.0,4.61
INSP-23106,Quarter Panel Right,No Defect (Pass),0.908,0.0,3.88
INSP-23107,Door Left Front,No Defect (Pass),0.994,0.0,4.02
INSP-23108,Hood,No Defect (Pass),0.945,0.0,3.76
INSP-23109,Door Left Front,Welding Porosity,0.582,0.66,4.3
INSP-23110,Door Left Front,No Defect (Pass),0.928,0.0,4.57
INSP-23111,Quarter Panel Right,No Defect (Pass),0.993,0.0,4.11
INSP-23112,Quarter Panel Right,No Defect (Pass),0.831,0.0,4.56
INSP-23113,Roof Pillar,No Defect (Pass),0.986,0.0,4.8
INSP-23114,Trunk Lid,No Defect (Pass),0.964,0.0,3.6
INSP-23115,Trunk Lid,No Defect (Pass),0.979,0.0,3.93
