Detection_Event_ID,Road_User_Type,Distance_to_Vehicle_m,Crossing_Speed_m_s,Time_to_Collision_s,Safety_Intervention
VOLVO-VRU-3343,Pedestrian Walking,34.1,7.3,2.1,Warning Prompt in Driver Display
VOLVO-VRU-3344,Pedestrian Walking,24.7,7.2,1.47,Automatic Emergency Braking (AEB)
VOLVO-VRU-3345,Pedestrian Walking,11.6,1.5,1.19,Automatic Emergency Braking (AEB)
VOLVO-VRU-3346,E-Scooter Commuter,27.6,6.6,1.77,Automatic Emergency Braking (AEB)
VOLVO-VRU-3347,Pedestrian Running,6.4,1.9,0.8,Automatic Emergency Braking (AEB)
VOLVO-VRU-3348,Pedestrian Walking,13.8,6.2,1.14,Automatic Emergency Braking (AEB)
VOLVO-VRU-3349,E-Scooter Commuter,29.1,4.3,2.1,Warning Prompt in Driver Display
VOLVO-VRU-3350,E-Scooter Commuter,44.0,5.2,3.48,Warning Prompt in Driver Display
VOLVO-VRU-3351,E-Scooter Commuter,41.6,5.2,3.0,Warning Prompt in Driver Display
VOLVO-VRU-3352,Child Crossing,19.9,6.0,1.12,Automatic Emergency Braking (AEB)
VOLVO-VRU-3353,Cyclist Fast,44.0,7.2,3.0,Warning Prompt in Driver Display
VOLVO-VRU-3354,Cyclist Fast,40.3,3.0,3.13,Warning Prompt in Driver Display
VOLVO-VRU-3355,Child Crossing,15.0,2.2,1.65,Automatic Emergency Braking (AEB)
VOLVO-VRU-3356,Pedestrian Walking,43.9,4.8,3.0,Warning Prompt in Driver Display
VOLVO-VRU-3357,Pedestrian Walking,6.0,7.4,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-3358,Pedestrian Walking,20.6,5.0,1.7,Automatic Emergency Braking (AEB)
VOLVO-VRU-3359,Pedestrian Walking,12.5,2.6,1.45,Automatic Emergency Braking (AEB)
VOLVO-VRU-3360,Cyclist Fast,18.2,6.2,1.34,Automatic Emergency Braking (AEB)
VOLVO-VRU-3361,Cyclist Fast,44.1,4.6,3.15,Warning Prompt in Driver Display
VOLVO-VRU-3362,Cyclist Fast,33.2,6.9,2.34,Warning Prompt in Driver Display
VOLVO-VRU-3363,Pedestrian Walking,12.4,4.1,0.87,Automatic Emergency Braking (AEB)
VOLVO-VRU-3364,Pedestrian Walking,19.9,3.3,1.75,Automatic Emergency Braking (AEB)
VOLVO-VRU-3365,Cyclist Fast,35.2,1.8,3.35,Warning Prompt in Driver Display
VOLVO-VRU-3366,Pedestrian Running,27.8,1.8,2.53,Warning Prompt in Driver Display
VOLVO-VRU-3367,Pedestrian Walking,34.2,3.3,2.66,Warning Prompt in Driver Display
VOLVO-VRU-3368,Pedestrian Running,32.4,1.5,3.21,Warning Prompt in Driver Display
VOLVO-VRU-3369,Child Crossing,14.0,1.6,1.47,Automatic Emergency Braking (AEB)
VOLVO-VRU-3370,Pedestrian Running,23.7,1.7,2.43,Warning Prompt in Driver Display
VOLVO-VRU-3371,Cyclist Fast,36.3,5.4,2.51,Warning Prompt in Driver Display
VOLVO-VRU-3372,Pedestrian Running,16.0,2.8,1.07,Automatic Emergency Braking (AEB)
VOLVO-VRU-3373,E-Scooter Commuter,20.8,3.1,1.81,Warning Prompt in Driver Display
VOLVO-VRU-3374,Cyclist Fast,32.1,1.7,3.13,Warning Prompt in Driver Display
VOLVO-VRU-3375,Pedestrian Running,23.8,7.2,1.36,Automatic Emergency Braking (AEB)
VOLVO-VRU-3376,Pedestrian Walking,19.8,5.6,1.53,Automatic Emergency Braking (AEB)
VOLVO-VRU-3377,Pedestrian Walking,23.8,4.3,1.74,Automatic Emergency Braking (AEB)
VOLVO-VRU-3378,Pedestrian Walking,42.8,2.5,4.02,Warning Prompt in Driver Display
VOLVO-VRU-3379,Pedestrian Running,7.1,4.7,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-3380,Pedestrian Walking,31.2,3.8,2.68,Warning Prompt in Driver Display
VOLVO-VRU-3381,Pedestrian Running,34.4,4.9,2.43,Warning Prompt in Driver Display
VOLVO-VRU-3382,Pedestrian Walking,43.9,6.0,3.16,Warning Prompt in Driver Display
VOLVO-VRU-3383,Pedestrian Walking,14.1,2.3,1.42,Automatic Emergency Braking (AEB)
VOLVO-VRU-3384,Pedestrian Walking,13.2,4.1,0.71,Automatic Emergency Braking (AEB)
VOLVO-VRU-3385,Pedestrian Walking,7.6,2.3,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-3386,E-Scooter Commuter,5.5,4.0,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-3387,Pedestrian Running,9.3,5.4,0.67,Automatic Emergency Braking (AEB)
VOLVO-VRU-3388,Pedestrian Walking,5.2,1.5,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-3389,Cyclist Fast,36.9,2.2,3.36,Warning Prompt in Driver Display
VOLVO-VRU-3390,Pedestrian Running,30.2,4.9,2.37,Warning Prompt in Driver Display
VOLVO-VRU-3391,Cyclist Fast,39.1,6.4,2.37,Warning Prompt in Driver Display
VOLVO-VRU-3392,Pedestrian Walking,31.2,3.4,2.84,Warning Prompt in Driver Display
VOLVO-VRU-3393,Pedestrian Walking,16.9,3.1,1.93,Warning Prompt in Driver Display
VOLVO-VRU-3394,Pedestrian Running,42.5,2.6,4.23,Warning Prompt in Driver Display
VOLVO-VRU-3395,Pedestrian Walking,15.7,4.6,1.31,Automatic Emergency Braking (AEB)
VOLVO-VRU-3396,E-Scooter Commuter,42.5,4.7,3.32,Warning Prompt in Driver Display
VOLVO-VRU-3397,Pedestrian Walking,15.2,7.4,0.76,Automatic Emergency Braking (AEB)
VOLVO-VRU-3398,Pedestrian Walking,20.8,6.9,1.68,Automatic Emergency Braking (AEB)
VOLVO-VRU-3399,Cyclist Fast,13.6,4.7,0.92,Automatic Emergency Braking (AEB)
VOLVO-VRU-3400,Pedestrian Walking,35.3,7.2,2.36,Warning Prompt in Driver Display
VOLVO-VRU-3401,Cyclist Fast,30.2,5.1,2.41,Warning Prompt in Driver Display
VOLVO-VRU-3402,E-Scooter Commuter,26.4,2.0,2.14,Warning Prompt in Driver Display
VOLVO-VRU-3403,Pedestrian Running,21.5,2.4,2.22,Warning Prompt in Driver Display
VOLVO-VRU-3404,E-Scooter Commuter,27.7,4.9,1.92,Warning Prompt in Driver Display
VOLVO-VRU-3405,Cyclist Fast,25.1,4.1,1.99,Warning Prompt in Driver Display
VOLVO-VRU-3406,Pedestrian Walking,14.7,2.5,1.19,Automatic Emergency Braking (AEB)
VOLVO-VRU-3407,Pedestrian Running,39.9,1.1,4.37,Warning Prompt in Driver Display
VOLVO-VRU-3408,Pedestrian Walking,6.6,5.6,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-3409,Cyclist Fast,22.5,4.4,2.02,Warning Prompt in Driver Display
VOLVO-VRU-3410,Pedestrian Running,21.0,1.7,1.9,Warning Prompt in Driver Display
VOLVO-VRU-3411,Pedestrian Running,27.4,2.4,2.6,Warning Prompt in Driver Display
VOLVO-VRU-3412,Cyclist Fast,11.4,1.3,1.1,Automatic Emergency Braking (AEB)
VOLVO-VRU-3413,Pedestrian Walking,38.5,3.1,3.51,Warning Prompt in Driver Display
VOLVO-VRU-3414,Pedestrian Walking,30.9,4.7,2.25,Warning Prompt in Driver Display
VOLVO-VRU-3415,Pedestrian Walking,16.5,6.4,1.07,Automatic Emergency Braking (AEB)
VOLVO-VRU-3416,E-Scooter Commuter,12.3,5.1,1.12,Automatic Emergency Braking (AEB)
VOLVO-VRU-3417,Pedestrian Running,30.4,6.1,2.16,Warning Prompt in Driver Display
VOLVO-VRU-3418,Pedestrian Walking,27.0,6.9,2.03,Warning Prompt in Driver Display
VOLVO-VRU-3419,Pedestrian Walking,21.3,1.4,1.99,Warning Prompt in Driver Display
VOLVO-VRU-3420,Pedestrian Walking,23.2,6.6,1.52,Automatic Emergency Braking (AEB)
VOLVO-VRU-3421,E-Scooter Commuter,23.0,3.9,1.87,Warning Prompt in Driver Display
VOLVO-VRU-3422,Pedestrian Running,21.6,4.8,1.73,Automatic Emergency Braking (AEB)
VOLVO-VRU-3423,Pedestrian Running,10.9,1.3,1.1,Automatic Emergency Braking (AEB)
VOLVO-VRU-3424,Pedestrian Walking,30.3,4.5,2.54,Warning Prompt in Driver Display
VOLVO-VRU-3425,Pedestrian Walking,5.1,2.7,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-3426,Pedestrian Walking,18.8,1.9,1.68,Automatic Emergency Braking (AEB)
VOLVO-VRU-3427,Pedestrian Walking,40.9,4.5,2.97,Warning Prompt in Driver Display
VOLVO-VRU-3428,E-Scooter Commuter,38.1,3.0,3.24,Warning Prompt in Driver Display
VOLVO-VRU-3429,Cyclist Fast,22.4,7.3,1.22,Automatic Emergency Braking (AEB)
VOLVO-VRU-3430,Pedestrian Walking,12.9,7.1,0.8,Automatic Emergency Braking (AEB)
VOLVO-VRU-3431,Pedestrian Walking,19.9,7.5,1.03,Automatic Emergency Braking (AEB)
VOLVO-VRU-3432,Pedestrian Walking,36.3,7.1,2.56,Warning Prompt in Driver Display
VOLVO-VRU-3433,Cyclist Fast,38.9,6.6,2.71,Warning Prompt in Driver Display
VOLVO-VRU-3434,Pedestrian Walking,18.3,2.7,1.61,Automatic Emergency Braking (AEB)
VOLVO-VRU-3435,Pedestrian Running,6.0,3.6,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-3436,Pedestrian Walking,41.9,1.6,4.12,Warning Prompt in Driver Display
VOLVO-VRU-3437,Pedestrian Walking,34.2,4.6,2.59,Warning Prompt in Driver Display
VOLVO-VRU-3438,E-Scooter Commuter,23.7,1.3,2.23,Warning Prompt in Driver Display
VOLVO-VRU-3439,Pedestrian Walking,38.3,6.2,2.28,Warning Prompt in Driver Display
VOLVO-VRU-3440,Cyclist Fast,17.3,6.6,1.27,Automatic Emergency Braking (AEB)
VOLVO-VRU-3441,E-Scooter Commuter,9.7,2.1,1.23,Automatic Emergency Braking (AEB)
VOLVO-VRU-3442,Child Crossing,39.3,1.6,3.92,Warning Prompt in Driver Display
VOLVO-VRU-3443,Pedestrian Walking,31.6,1.5,3.27,Warning Prompt in Driver Display
VOLVO-VRU-3444,Child Crossing,32.4,3.1,2.7,Warning Prompt in Driver Display
VOLVO-VRU-3445,Child Crossing,44.4,5.7,3.28,Warning Prompt in Driver Display
VOLVO-VRU-3446,Cyclist Fast,39.0,4.0,2.92,Warning Prompt in Driver Display
VOLVO-VRU-3447,Pedestrian Running,19.2,4.6,1.34,Automatic Emergency Braking (AEB)
VOLVO-VRU-3448,Cyclist Fast,26.5,3.3,2.21,Warning Prompt in Driver Display
VOLVO-VRU-3449,Pedestrian Walking,36.4,2.4,3.49,Warning Prompt in Driver Display
VOLVO-VRU-3450,Pedestrian Running,18.1,5.8,1.57,Automatic Emergency Braking (AEB)
VOLVO-VRU-3451,Cyclist Fast,10.8,1.9,0.96,Automatic Emergency Braking (AEB)
VOLVO-VRU-3452,Pedestrian Walking,21.8,1.6,2.55,Warning Prompt in Driver Display
VOLVO-VRU-3453,E-Scooter Commuter,8.3,5.6,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-3454,Pedestrian Running,12.8,4.2,0.92,Automatic Emergency Braking (AEB)
VOLVO-VRU-3455,Pedestrian Walking,28.1,3.1,2.82,Warning Prompt in Driver Display
VOLVO-VRU-3456,Cyclist Fast,38.1,7.4,2.43,Warning Prompt in Driver Display
VOLVO-VRU-3457,Pedestrian Walking,35.1,5.6,2.72,Warning Prompt in Driver Display
VOLVO-VRU-3458,Cyclist Fast,43.3,4.2,3.24,Warning Prompt in Driver Display
VOLVO-VRU-3459,Pedestrian Walking,17.7,2.7,1.45,Automatic Emergency Braking (AEB)
VOLVO-VRU-3460,Cyclist Fast,35.8,5.7,2.55,Warning Prompt in Driver Display
VOLVO-VRU-3461,Pedestrian Running,41.0,4.0,3.13,Warning Prompt in Driver Display
VOLVO-VRU-3462,E-Scooter Commuter,18.3,4.7,1.39,Automatic Emergency Braking (AEB)
VOLVO-VRU-3463,Cyclist Fast,14.5,4.1,1.39,Automatic Emergency Braking (AEB)
VOLVO-VRU-3464,Child Crossing,22.1,5.7,1.77,Automatic Emergency Braking (AEB)
VOLVO-VRU-3465,Pedestrian Walking,18.1,6.7,1.43,Automatic Emergency Braking (AEB)
VOLVO-VRU-3466,Pedestrian Running,33.1,1.8,3.08,Warning Prompt in Driver Display
VOLVO-VRU-3467,Pedestrian Walking,23.1,4.1,1.68,Automatic Emergency Braking (AEB)
VOLVO-VRU-3468,Pedestrian Running,19.1,1.8,1.81,Warning Prompt in Driver Display
VOLVO-VRU-3469,Cyclist Fast,38.9,4.1,3.15,Warning Prompt in Driver Display
VOLVO-VRU-3470,Pedestrian Running,15.2,6.3,0.86,Automatic Emergency Braking (AEB)
VOLVO-VRU-3471,Pedestrian Walking,22.6,4.6,1.73,Automatic Emergency Braking (AEB)
VOLVO-VRU-3472,Pedestrian Walking,25.8,6.4,1.54,Automatic Emergency Braking (AEB)
VOLVO-VRU-3473,Pedestrian Walking,24.6,6.5,1.57,Automatic Emergency Braking (AEB)
VOLVO-VRU-3474,Pedestrian Walking,24.8,4.5,2.1,Warning Prompt in Driver Display
VOLVO-VRU-3475,Pedestrian Running,40.9,2.0,3.9,Warning Prompt in Driver Display
VOLVO-VRU-3476,Pedestrian Walking,8.5,1.9,0.71,Automatic Emergency Braking (AEB)
VOLVO-VRU-3477,E-Scooter Commuter,19.6,6.7,1.29,Automatic Emergency Braking (AEB)
VOLVO-VRU-3478,Pedestrian Running,24.8,3.5,2.42,Warning Prompt in Driver Display
VOLVO-VRU-3479,Cyclist Fast,23.7,2.5,2.04,Warning Prompt in Driver Display
VOLVO-VRU-3480,Pedestrian Walking,30.3,7.2,1.86,Warning Prompt in Driver Display
VOLVO-VRU-3481,Cyclist Fast,41.6,6.8,2.91,Warning Prompt in Driver Display
VOLVO-VRU-3482,Pedestrian Walking,32.3,4.1,2.13,Warning Prompt in Driver Display
VOLVO-VRU-3483,E-Scooter Commuter,40.9,5.3,2.99,Warning Prompt in Driver Display
VOLVO-VRU-3484,Pedestrian Walking,9.3,1.7,0.85,Automatic Emergency Braking (AEB)
VOLVO-VRU-3485,Pedestrian Walking,8.5,3.3,0.82,Automatic Emergency Braking (AEB)
VOLVO-VRU-3486,Pedestrian Walking,40.3,3.1,3.25,Warning Prompt in Driver Display
VOLVO-VRU-3487,Pedestrian Walking,40.7,2.9,3.62,Warning Prompt in Driver Display
VOLVO-VRU-3488,Pedestrian Walking,34.6,4.9,2.66,Warning Prompt in Driver Display
VOLVO-VRU-3489,Cyclist Fast,14.0,5.1,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-3490,Child Crossing,15.4,2.7,1.52,Automatic Emergency Braking (AEB)
VOLVO-VRU-3491,Pedestrian Walking,18.5,1.7,1.69,Automatic Emergency Braking (AEB)
VOLVO-VRU-3492,Child Crossing,7.9,2.9,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-3493,Cyclist Fast,30.5,5.6,2.43,Warning Prompt in Driver Display
VOLVO-VRU-3494,Cyclist Fast,20.1,5.5,1.21,Automatic Emergency Braking (AEB)
VOLVO-VRU-3495,Pedestrian Running,5.7,2.4,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-3496,Pedestrian Running,13.2,5.2,0.92,Automatic Emergency Braking (AEB)
VOLVO-VRU-3497,Pedestrian Walking,9.9,3.4,0.85,Automatic Emergency Braking (AEB)
VOLVO-VRU-3498,Cyclist Fast,26.6,7.4,1.69,Automatic Emergency Braking (AEB)
VOLVO-VRU-3499,Pedestrian Running,39.5,2.5,3.81,Warning Prompt in Driver Display
VOLVO-VRU-3500,Pedestrian Walking,19.5,5.4,1.55,Automatic Emergency Braking (AEB)
VOLVO-VRU-3501,Pedestrian Walking,43.2,7.2,2.4,Warning Prompt in Driver Display
VOLVO-VRU-3502,Pedestrian Walking,44.1,6.6,3.11,Warning Prompt in Driver Display
VOLVO-VRU-3503,Cyclist Fast,33.2,7.3,1.63,Automatic Emergency Braking (AEB)
VOLVO-VRU-3504,Pedestrian Walking,24.3,3.4,2.14,Warning Prompt in Driver Display
VOLVO-VRU-3505,Pedestrian Walking,43.0,6.4,2.68,Warning Prompt in Driver Display
VOLVO-VRU-3506,Cyclist Fast,23.5,5.0,1.68,Automatic Emergency Braking (AEB)
VOLVO-VRU-3507,Pedestrian Walking,15.8,4.5,1.32,Automatic Emergency Braking (AEB)
VOLVO-VRU-3508,Pedestrian Walking,6.0,5.0,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-3509,Pedestrian Walking,43.6,1.4,4.5,Warning Prompt in Driver Display
VOLVO-VRU-3510,Cyclist Fast,31.0,6.9,1.89,Warning Prompt in Driver Display
VOLVO-VRU-3511,Pedestrian Walking,15.3,1.8,1.98,Warning Prompt in Driver Display
VOLVO-VRU-3512,Child Crossing,43.3,4.3,3.46,Warning Prompt in Driver Display
VOLVO-VRU-3513,Pedestrian Walking,37.0,5.9,2.69,Warning Prompt in Driver Display
VOLVO-VRU-3514,Cyclist Fast,32.7,2.2,2.89,Warning Prompt in Driver Display
VOLVO-VRU-3515,Pedestrian Walking,15.7,1.5,1.51,Automatic Emergency Braking (AEB)
VOLVO-VRU-3516,E-Scooter Commuter,41.7,7.3,2.52,Warning Prompt in Driver Display
VOLVO-VRU-3517,Pedestrian Walking,5.8,1.1,1.06,Automatic Emergency Braking (AEB)
VOLVO-VRU-3518,Cyclist Fast,12.3,6.2,0.68,Automatic Emergency Braking (AEB)
VOLVO-VRU-3519,Child Crossing,35.4,7.4,2.05,Warning Prompt in Driver Display
VOLVO-VRU-3520,Pedestrian Walking,36.1,6.0,2.33,Warning Prompt in Driver Display
VOLVO-VRU-3521,Pedestrian Walking,25.8,3.0,2.3,Warning Prompt in Driver Display
VOLVO-VRU-3522,Child Crossing,36.6,6.2,2.51,Warning Prompt in Driver Display
VOLVO-VRU-3523,Pedestrian Walking,14.7,3.1,1.16,Automatic Emergency Braking (AEB)
VOLVO-VRU-3524,Pedestrian Walking,5.5,1.2,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-3525,Cyclist Fast,33.1,5.8,2.22,Warning Prompt in Driver Display
VOLVO-VRU-3526,Pedestrian Walking,16.1,4.7,1.46,Automatic Emergency Braking (AEB)
VOLVO-VRU-3527,E-Scooter Commuter,15.3,3.5,1.35,Automatic Emergency Braking (AEB)
VOLVO-VRU-3528,Pedestrian Walking,41.6,3.0,3.47,Warning Prompt in Driver Display
VOLVO-VRU-3529,Pedestrian Walking,17.8,6.4,1.06,Automatic Emergency Braking (AEB)
VOLVO-VRU-3530,Pedestrian Walking,14.3,5.7,0.95,Automatic Emergency Braking (AEB)
VOLVO-VRU-3531,Cyclist Fast,36.7,2.3,2.96,Warning Prompt in Driver Display
VOLVO-VRU-3532,Pedestrian Walking,5.2,7.0,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-3533,E-Scooter Commuter,18.3,7.3,1.14,Automatic Emergency Braking (AEB)
VOLVO-VRU-3534,Cyclist Fast,16.1,2.6,1.68,Automatic Emergency Braking (AEB)
VOLVO-VRU-3535,Pedestrian Walking,35.7,7.2,2.16,Warning Prompt in Driver Display
VOLVO-VRU-3536,Pedestrian Running,30.0,7.5,2.03,Warning Prompt in Driver Display
VOLVO-VRU-3537,Pedestrian Walking,24.0,1.9,2.29,Warning Prompt in Driver Display
VOLVO-VRU-3538,Cyclist Fast,7.1,6.9,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-3539,Child Crossing,24.9,5.5,1.38,Automatic Emergency Braking (AEB)
VOLVO-VRU-3540,E-Scooter Commuter,35.2,2.7,3.22,Warning Prompt in Driver Display
VOLVO-VRU-3541,Pedestrian Walking,17.3,4.1,1.01,Automatic Emergency Braking (AEB)
VOLVO-VRU-3542,Pedestrian Walking,37.0,5.9,2.61,Warning Prompt in Driver Display
VOLVO-VRU-3543,Cyclist Fast,44.3,3.1,4.36,Warning Prompt in Driver Display
VOLVO-VRU-3544,Cyclist Fast,6.2,3.4,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-3545,Cyclist Fast,38.2,2.5,3.4,Warning Prompt in Driver Display
VOLVO-VRU-3546,Pedestrian Running,5.8,6.5,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-3547,Cyclist Fast,36.3,7.4,2.67,Warning Prompt in Driver Display
VOLVO-VRU-3548,Pedestrian Walking,19.1,6.2,1.17,Automatic Emergency Braking (AEB)
VOLVO-VRU-3549,Pedestrian Running,27.5,3.9,1.99,Warning Prompt in Driver Display
VOLVO-VRU-3550,Pedestrian Walking,10.9,3.6,1.01,Automatic Emergency Braking (AEB)
VOLVO-VRU-3551,Pedestrian Walking,12.1,2.5,1.13,Automatic Emergency Braking (AEB)
VOLVO-VRU-3552,Pedestrian Walking,20.8,3.7,1.96,Warning Prompt in Driver Display
VOLVO-VRU-3553,Cyclist Fast,8.1,4.4,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-3554,Cyclist Fast,45.0,2.2,4.2,Warning Prompt in Driver Display
VOLVO-VRU-3555,Pedestrian Walking,33.5,5.6,2.67,Warning Prompt in Driver Display
VOLVO-VRU-3556,Pedestrian Walking,39.7,2.3,3.67,Warning Prompt in Driver Display
VOLVO-VRU-3557,Pedestrian Walking,12.5,1.3,1.38,Automatic Emergency Braking (AEB)
VOLVO-VRU-3558,Cyclist Fast,11.9,1.5,1.4,Automatic Emergency Braking (AEB)
VOLVO-VRU-3559,Cyclist Fast,39.1,2.0,3.56,Warning Prompt in Driver Display
VOLVO-VRU-3560,E-Scooter Commuter,42.8,4.9,3.11,Warning Prompt in Driver Display
VOLVO-VRU-3561,Pedestrian Walking,43.2,1.5,4.33,Warning Prompt in Driver Display
VOLVO-VRU-3562,Pedestrian Walking,8.7,3.1,0.87,Automatic Emergency Braking (AEB)
VOLVO-VRU-3563,Pedestrian Walking,11.1,7.1,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-3564,Pedestrian Running,27.5,6.3,2.03,Warning Prompt in Driver Display
VOLVO-VRU-3565,Pedestrian Running,30.6,3.3,2.78,Warning Prompt in Driver Display
VOLVO-VRU-3566,Pedestrian Walking,35.4,4.8,2.71,Warning Prompt in Driver Display
VOLVO-VRU-3567,Pedestrian Running,19.5,6.9,1.32,Automatic Emergency Braking (AEB)
VOLVO-VRU-3568,E-Scooter Commuter,7.5,3.9,0.79,Automatic Emergency Braking (AEB)
VOLVO-VRU-3569,Pedestrian Running,44.3,6.8,2.92,Warning Prompt in Driver Display
VOLVO-VRU-3570,Pedestrian Walking,40.9,4.3,3.24,Warning Prompt in Driver Display
VOLVO-VRU-3571,Cyclist Fast,35.2,6.6,2.5,Warning Prompt in Driver Display
VOLVO-VRU-3572,Pedestrian Walking,23.3,6.9,1.35,Automatic Emergency Braking (AEB)
VOLVO-VRU-3573,Cyclist Fast,41.9,3.6,3.65,Warning Prompt in Driver Display
VOLVO-VRU-3574,Cyclist Fast,41.3,6.6,2.84,Warning Prompt in Driver Display
VOLVO-VRU-3575,Pedestrian Walking,13.6,5.7,0.71,Automatic Emergency Braking (AEB)
VOLVO-VRU-3576,Pedestrian Running,27.0,6.6,1.42,Automatic Emergency Braking (AEB)
VOLVO-VRU-3577,Cyclist Fast,5.5,4.6,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-3578,Pedestrian Walking,5.7,6.1,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-3579,Cyclist Fast,36.4,3.3,3.12,Warning Prompt in Driver Display
VOLVO-VRU-3580,Cyclist Fast,14.0,3.7,1.37,Automatic Emergency Braking (AEB)
VOLVO-VRU-3581,E-Scooter Commuter,18.3,1.6,1.55,Automatic Emergency Braking (AEB)
VOLVO-VRU-3582,E-Scooter Commuter,23.3,4.5,1.62,Automatic Emergency Braking (AEB)
VOLVO-VRU-3583,Cyclist Fast,30.5,4.0,2.28,Warning Prompt in Driver Display
VOLVO-VRU-3584,Pedestrian Walking,36.6,3.2,3.22,Warning Prompt in Driver Display
VOLVO-VRU-3585,Child Crossing,8.9,6.6,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-3586,Pedestrian Walking,42.7,7.1,2.8,Warning Prompt in Driver Display
VOLVO-VRU-3587,Pedestrian Walking,29.4,2.3,2.45,Warning Prompt in Driver Display
VOLVO-VRU-3588,Cyclist Fast,30.3,6.1,2.04,Warning Prompt in Driver Display
VOLVO-VRU-3589,Pedestrian Running,19.6,3.9,1.54,Automatic Emergency Braking (AEB)
VOLVO-VRU-3590,Child Crossing,38.2,3.3,3.51,Warning Prompt in Driver Display
VOLVO-VRU-3591,Pedestrian Walking,32.5,2.4,3.06,Warning Prompt in Driver Display
VOLVO-VRU-3592,Child Crossing,6.3,4.4,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-3593,Pedestrian Walking,42.3,1.2,4.07,Warning Prompt in Driver Display
VOLVO-VRU-3594,Pedestrian Walking,5.9,6.0,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-3595,Cyclist Fast,8.6,5.1,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-3596,Pedestrian Walking,21.1,7.0,1.46,Automatic Emergency Braking (AEB)
VOLVO-VRU-3597,Pedestrian Walking,40.8,3.2,3.33,Warning Prompt in Driver Display
VOLVO-VRU-3598,Pedestrian Running,8.1,3.3,0.87,Automatic Emergency Braking (AEB)
VOLVO-VRU-3599,Pedestrian Walking,21.7,4.8,1.71,Automatic Emergency Braking (AEB)
VOLVO-VRU-3600,E-Scooter Commuter,5.8,2.9,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-3601,Pedestrian Running,20.1,1.5,1.85,Warning Prompt in Driver Display
VOLVO-VRU-3602,Pedestrian Running,28.6,2.5,2.44,Warning Prompt in Driver Display
VOLVO-VRU-3603,E-Scooter Commuter,17.0,1.1,1.86,Warning Prompt in Driver Display
VOLVO-VRU-3604,Pedestrian Walking,35.1,4.1,2.9,Warning Prompt in Driver Display
VOLVO-VRU-3605,Pedestrian Walking,18.6,7.1,1.04,Automatic Emergency Braking (AEB)
VOLVO-VRU-3606,E-Scooter Commuter,29.2,4.6,2.52,Warning Prompt in Driver Display
VOLVO-VRU-3607,Child Crossing,5.0,5.7,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-3608,Pedestrian Walking,27.7,7.3,1.78,Automatic Emergency Braking (AEB)
VOLVO-VRU-3609,Pedestrian Running,41.6,7.3,2.27,Warning Prompt in Driver Display
VOLVO-VRU-3610,Pedestrian Running,29.4,1.7,2.78,Warning Prompt in Driver Display
VOLVO-VRU-3611,Pedestrian Walking,20.5,5.7,1.24,Automatic Emergency Braking (AEB)
VOLVO-VRU-3612,Pedestrian Running,17.7,6.7,1.4,Automatic Emergency Braking (AEB)
VOLVO-VRU-3613,Pedestrian Walking,5.1,2.6,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-3614,E-Scooter Commuter,17.7,3.0,1.56,Automatic Emergency Braking (AEB)
VOLVO-VRU-3615,Pedestrian Walking,28.7,2.2,2.49,Warning Prompt in Driver Display
VOLVO-VRU-3616,Pedestrian Walking,19.3,6.2,1.29,Automatic Emergency Braking (AEB)
VOLVO-VRU-3617,Cyclist Fast,13.9,6.2,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-3618,Cyclist Fast,7.0,6.1,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-3619,Pedestrian Walking,15.5,4.0,1.58,Automatic Emergency Braking (AEB)
VOLVO-VRU-3620,Cyclist Fast,33.3,3.8,2.81,Warning Prompt in Driver Display
