Combustion_Cycle_ID,Engine_Speed_RPM,Twin_Turbo_Boost_Bar,Pre_Chamber_Temp_C,Turbulent_Jet_Velocity_m_s,Knock_Sensor_Volts,Combustion_State
MASERATI-MC20-3414,3631,2.18,849.4,84.6,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3415,7235,2.86,868.5,93.7,0.81,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3416,5064,2.4,803.6,84.2,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3417,2160,1.66,783.6,73.5,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3418,2831,1.78,731.2,77.2,0.69,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3419,5332,2.49,849.6,89.1,0.83,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3420,4201,2.26,812.2,86.6,0.89,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3421,6334,2.85,851.2,96.1,0.92,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3422,6741,2.42,817.2,89.7,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3423,3972,2.19,754.7,90.8,0.6,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3424,2095,1.71,797.0,77.2,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3425,7524,3.27,914.5,104.3,0.94,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3426,3291,2.26,815.5,85.2,0.83,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3427,5348,2.5,850.9,90.3,0.93,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3428,5366,2.54,847.6,93.6,0.8,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3429,7188,2.75,879.9,93.2,0.88,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3430,5360,2.7,875.4,95.8,0.83,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3431,3761,2.05,809.1,75.1,0.65,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3432,3868,2.04,796.4,77.6,0.68,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3433,2424,1.88,772.9,82.4,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3434,5544,2.61,857.1,91.6,0.91,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3435,5250,2.42,800.6,89.8,0.72,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3436,5133,2.06,806.6,81.9,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3437,3008,1.65,797.1,73.0,0.66,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3438,3994,1.93,757.6,76.9,0.66,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3439,7599,2.94,878.6,101.4,0.95,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3440,7524,3.08,907.9,97.1,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3441,2407,1.46,771.8,71.1,0.62,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3442,7464,2.77,884.4,93.9,0.81,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3443,4426,2.1,822.8,86.3,0.85,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3444,4363,2.29,850.1,85.0,0.87,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3445,6269,2.42,853.6,90.3,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3446,2276,1.75,784.8,80.0,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3447,6847,3.0,855.2,98.0,1.01,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3448,6857,2.79,830.4,97.4,0.8,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3449,2267,1.47,782.5,71.9,0.65,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3450,6291,2.63,850.1,93.5,0.8,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3451,4431,2.44,827.6,95.7,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3452,6244,2.49,826.8,89.3,0.78,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3453,7664,3.12,832.1,106.2,0.91,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3454,7310,2.85,823.6,97.8,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3455,5975,2.65,842.6,90.7,0.89,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3456,5109,2.29,827.8,90.4,0.85,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3457,2317,1.52,732.7,65.6,0.71,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3458,6389,2.67,856.7,91.2,0.8,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3459,4585,2.07,817.3,85.7,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3460,3452,1.81,772.9,75.3,0.67,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3461,2263,1.71,803.0,76.0,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3462,4184,2.13,841.0,75.8,0.71,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3463,6484,2.84,855.1,93.3,1.0,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3464,7275,2.76,879.4,96.9,0.83,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3465,6785,2.76,868.1,87.7,0.95,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3466,5765,2.57,823.9,93.5,0.81,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3467,5052,2.26,801.1,78.0,0.69,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3468,5295,2.46,833.7,97.7,0.68,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3469,7232,2.92,856.9,98.3,0.89,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3470,3739,2.06,804.6,79.7,0.68,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3471,5033,2.25,819.7,87.7,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3472,6413,2.55,846.1,89.3,0.85,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3473,7305,2.8,859.2,100.5,0.96,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3474,2206,1.96,785.4,78.4,0.74,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3475,6120,2.62,861.5,89.8,0.81,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3476,3794,2.02,779.4,84.6,0.65,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3477,4563,2.14,789.9,84.7,0.72,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3478,2891,1.74,769.3,83.5,0.65,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3479,7786,3.1,871.9,102.8,0.87,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3480,2905,1.89,783.2,80.5,0.66,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3481,5892,2.52,820.9,87.5,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3482,3786,1.9,784.7,80.7,0.88,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3483,4064,2.24,811.8,81.4,0.93,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3484,4202,2.57,849.8,95.2,0.94,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3485,7482,3.27,883.5,100.9,1.04,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3486,6852,2.78,846.4,89.7,0.9,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3487,6632,2.79,859.3,99.1,0.97,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3488,3919,1.8,770.0,76.8,0.68,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3489,4896,2.27,836.1,85.9,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3490,6212,2.69,857.4,92.9,0.9,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3491,3463,2.29,803.7,86.1,0.65,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3492,3689,2.18,811.1,86.5,0.74,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3493,2213,1.77,775.8,75.2,0.57,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3494,4467,1.93,778.9,80.6,0.85,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3495,4060,2.06,790.5,78.2,0.71,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3496,6114,2.62,871.0,97.5,0.93,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3497,4009,2.33,828.4,82.4,0.78,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3498,3175,2.02,797.3,81.7,0.61,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3499,3701,2.22,786.5,89.1,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3500,3476,1.82,778.7,74.1,0.68,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3501,6822,2.79,846.2,98.6,0.95,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3502,2878,1.93,787.7,80.0,0.8,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3503,3456,2.08,794.5,81.9,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3504,4068,2.23,820.0,82.5,0.74,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3505,4299,2.39,862.0,90.1,0.83,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3506,2922,2.05,725.5,85.5,0.89,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3507,6474,2.55,816.1,95.2,0.81,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3508,3244,1.7,801.2,73.3,0.61,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3509,5780,2.59,868.7,94.4,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3510,6357,2.63,837.3,92.2,0.88,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3511,7545,2.85,846.8,93.4,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3512,4257,2.27,815.5,88.4,0.81,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3513,2614,1.89,798.6,80.7,0.54,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3514,5335,2.51,843.2,86.4,0.86,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3515,2825,1.71,786.1,77.5,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3516,4779,2.16,785.4,85.8,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3517,6178,2.56,851.1,90.3,0.99,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3518,4541,2.2,823.4,86.5,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3519,3330,1.94,842.9,81.5,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3520,2755,1.75,793.2,74.6,0.64,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3521,2536,1.71,806.9,77.2,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3522,5330,2.48,839.1,85.8,0.83,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3523,6367,2.73,820.0,89.2,0.72,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3524,5905,2.59,880.9,93.2,0.91,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3525,3545,2.08,806.4,85.2,0.74,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3526,6252,2.6,866.0,88.6,0.95,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3527,3823,2.15,806.0,85.7,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3528,5811,2.59,803.1,98.9,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3529,7191,2.82,859.0,102.2,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3530,5211,2.23,824.5,86.2,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3531,2356,2.09,798.4,77.4,0.71,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3532,2453,1.61,775.1,76.6,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3533,5433,2.62,812.3,90.1,0.94,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3534,6338,2.52,825.0,89.3,0.81,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3535,4888,2.24,814.5,84.7,0.65,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3536,7042,2.66,833.0,98.2,0.95,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3537,4388,2.15,826.4,91.4,0.78,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3538,5338,2.5,823.0,87.5,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3539,7677,3.12,873.8,99.9,0.89,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3540,6891,2.77,882.4,81.4,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3541,6873,2.39,812.7,96.4,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3542,4959,2.59,849.4,93.0,0.85,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3543,3088,1.78,766.1,75.9,0.71,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3544,2532,1.65,797.9,80.1,0.6,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3545,3865,2.03,814.9,80.8,0.72,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3546,5990,2.46,844.5,90.3,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3547,6002,2.59,825.9,83.8,0.86,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3548,6608,2.91,849.1,100.5,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3549,3875,1.91,783.6,79.8,0.86,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3550,5347,2.33,827.9,89.0,0.72,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3551,2461,1.79,775.3,79.5,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3552,4280,2.43,843.6,94.6,0.92,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3553,3690,1.83,786.1,79.1,0.71,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3554,6921,2.86,868.3,90.1,0.81,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3555,3997,2.37,821.7,87.4,0.86,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3556,6630,2.55,852.7,92.7,0.9,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3557,3448,2.09,815.0,84.7,0.78,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3558,2073,1.56,781.4,67.7,0.62,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3559,5924,2.38,803.4,93.1,0.71,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3560,6845,3.12,872.3,95.0,0.94,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3561,4808,2.16,788.6,78.9,0.87,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3562,6624,2.58,874.6,95.6,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3563,6040,2.74,849.9,96.0,0.85,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3564,4027,2.35,819.7,90.0,0.7,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3565,5827,2.38,804.9,90.2,0.7,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3566,2443,1.71,772.6,75.1,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3567,4343,2.26,796.4,89.8,0.81,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3568,5120,2.3,848.9,87.4,0.62,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3569,2727,1.57,753.7,72.4,0.74,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3570,6672,2.7,836.3,84.6,0.78,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3571,7078,2.69,857.4,93.6,0.88,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3572,4014,2.07,766.6,76.9,0.71,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3573,6375,2.68,834.6,91.0,1.02,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3574,7485,2.84,842.2,93.8,0.87,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3575,6333,2.71,842.0,92.4,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3576,2090,1.52,775.1,68.6,0.63,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3577,4877,2.52,843.6,90.3,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3578,3472,2.01,801.7,78.3,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3579,7356,2.95,892.1,98.0,1.01,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3580,4725,2.4,813.0,91.3,0.8,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3581,5769,2.54,820.0,91.6,0.67,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3582,3400,2.1,801.5,86.4,0.54,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3583,2820,1.72,761.0,71.6,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3584,4473,2.21,790.2,83.4,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3585,7315,3.07,908.0,95.4,0.91,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3586,5856,2.67,842.5,94.6,0.95,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3587,3189,1.96,769.9,77.4,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3588,3976,2.24,821.6,83.9,0.71,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3589,6817,2.69,833.1,88.8,0.97,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3590,4753,2.64,860.5,99.4,0.93,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3591,6845,2.89,876.6,97.0,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3592,7138,2.85,902.8,96.2,0.86,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3593,7731,2.84,866.9,103.5,0.99,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3594,4032,2.33,810.4,92.5,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3595,6845,2.99,863.4,98.0,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3596,6257,2.79,843.3,91.3,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3597,7413,2.96,883.0,94.4,0.93,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3598,6372,2.66,865.1,92.7,0.91,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3599,3213,1.88,796.9,77.2,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3600,7753,3.08,869.6,102.3,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3601,7041,3.23,890.3,104.7,1.01,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3602,5049,2.41,820.3,97.2,0.78,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3603,6305,2.74,847.7,89.6,0.83,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3604,4122,2.1,819.5,76.8,0.69,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3605,3514,2.09,828.1,71.6,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3606,7028,2.9,875.4,90.3,0.8,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3607,7247,3.06,873.5,97.3,0.97,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3608,5674,1.97,812.1,80.6,0.78,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3609,6306,2.8,868.0,97.9,0.81,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3610,5673,2.67,828.8,91.9,0.88,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3611,2360,1.91,752.3,78.6,0.65,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3612,5108,2.49,801.9,92.2,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3613,4445,1.96,785.2,89.9,0.68,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3614,6670,2.7,832.8,100.2,1.0,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3615,2366,1.75,741.5,80.8,0.68,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3616,4213,2.06,800.5,83.5,0.65,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3617,6087,2.61,818.3,92.4,0.99,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3618,2918,1.93,760.9,80.5,0.68,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3619,2601,1.88,756.1,71.0,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3620,2272,1.82,781.1,84.1,0.57,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3621,2258,1.46,755.7,70.8,0.55,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3622,6585,2.68,892.2,90.6,0.92,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3623,5970,2.52,808.5,95.9,0.85,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3624,4607,2.2,791.5,82.1,0.58,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3625,5450,2.45,843.1,86.7,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3626,6326,2.84,866.8,89.9,0.86,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3627,3088,2.07,799.7,84.7,0.78,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3628,4900,2.34,808.3,87.9,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3629,4856,2.63,841.7,102.9,0.86,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3630,3038,2.0,766.4,80.7,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3631,2708,1.9,815.8,75.7,0.88,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3632,3753,1.95,812.8,79.4,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3633,7652,2.95,864.4,98.8,0.85,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3634,2294,1.53,747.1,69.3,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3635,7410,3.01,860.0,99.7,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3636,6696,2.96,861.4,100.9,0.91,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3637,3110,1.96,804.7,85.4,0.66,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3638,5779,2.47,824.6,90.5,0.81,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3639,7636,2.91,883.2,101.8,0.87,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3640,2264,1.7,785.5,69.2,0.7,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3641,7465,2.86,827.7,94.6,0.8,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3642,2117,1.7,779.4,67.4,0.71,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3643,4163,1.94,784.9,81.2,0.66,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3644,4133,1.86,766.8,83.4,0.66,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3645,6999,3.09,874.5,100.8,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3646,5215,2.22,792.5,85.2,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3647,2960,1.75,778.7,81.9,0.94,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3648,3910,2.11,792.9,87.6,0.72,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3649,2092,1.53,756.8,77.0,0.61,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3650,6359,2.51,798.4,88.3,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3651,5367,2.74,861.1,90.8,0.88,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3652,7536,2.92,861.1,92.3,0.85,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3653,5749,2.44,812.9,92.9,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3654,2392,2.06,824.5,82.8,0.81,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3655,2319,1.48,759.4,71.0,0.64,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3656,5134,2.15,766.9,84.9,0.63,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3657,2471,1.52,744.4,71.8,0.66,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3658,6866,2.72,838.5,96.0,0.91,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3659,5777,2.65,816.5,102.2,0.71,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3660,7773,2.92,834.9,99.7,0.96,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3661,7142,2.73,821.5,100.7,0.8,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3662,3052,1.78,820.8,72.2,0.72,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3663,2859,1.86,814.4,74.9,0.74,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3664,5894,2.66,829.4,92.4,0.9,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3665,5881,2.63,846.3,97.4,0.83,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3666,4921,2.11,787.0,83.1,0.66,Stable Pre-Chamber Turbulent Jet Ignition
